GRIMM Diameter, Qscat (1.33 + 0)
   3.75, 6.82026863098
   3.76, 7.32838726044
   3.77, 7.20606088638
   3.78, 6.76228380203
   3.79, 6.52848052979
    3.8,  6.5790886879
   3.81, 6.83405399323
   3.82, 7.11522054672
   3.83, 7.17071771622
   3.84, 6.93148565292
   3.85, 6.57652807236
   3.86, 6.26868391037
   3.87,  6.0589723587
   3.88, 5.94727897644
   3.89, 5.93239974976
    3.9, 6.03809690475
   3.91, 6.33784008026
   3.92, 6.94668865204
   3.93, 7.65197134018
   3.94, 7.56021213531
   3.95, 6.99870157242
   3.96, 6.69565582275
   3.97, 6.72142553329
   3.98, 7.01474428177
   3.99, 7.42962598801
      4, 7.62512588501
   4.01, 7.39592790604
   4.02, 6.97865056992
   4.03, 6.62573719025
   4.04, 6.40243387222
   4.05, 6.29632663727
   4.06, 6.29405355453
   4.07, 6.41081666946
   4.08, 6.72288227081
   4.09, 7.40621852875
    4.1, 8.35739040375
   4.11,  8.3094367981
   4.12, 7.64330339432
   4.13, 7.30692386627
   4.14, 7.32210493088
   4.15, 7.64117097855
   4.16, 8.19156646729
   4.17, 8.58680152893
   4.18, 8.39294910431
   4.19, 7.89065122604
    4.2, 7.46787118912
   4.21, 7.20590686798
   4.22, 7.07504940033
   4.23, 7.04746866226
   4.24, 7.12584686279
   4.25, 7.37511968613
   4.26, 8.00088119507
   4.27, 9.05670547485
   4.28, 9.00587558746
   4.29, 8.30585575104
    4.3, 7.98431348801
   4.31, 7.98264503479
   4.32, 8.26666641235
   4.33, 8.85864448547
   4.34, 9.43910980225
   4.35, 9.32484340668
   4.36, 8.78071212769
   4.37, 8.33731174469
   4.38, 8.07808876038
   4.39, 7.95531845093
    4.4, 7.93368625641
   4.41, 8.01230239868
   4.42, 8.25428676605
   4.43, 8.89273071289
   4.44, 10.0555438995
   4.45, 9.75102233887
   4.46, 8.96066379547
   4.47, 8.66157341003
   4.48, 8.65444087982
   4.49, 8.90546703339
    4.5, 9.50996303558
   4.51, 10.2402200699
   4.52, 10.1128320694
   4.53, 9.42448329926
   4.54, 8.91504096985
   4.55, 8.63460159302
   4.56, 8.50220870972
   4.57, 8.47213554382
   4.58, 8.53929519653
   4.59, 8.76412582397
    4.6, 9.41251373291
   4.61, 10.7132720947
   4.62, 10.1240644455
   4.63, 9.34761428833
   4.64, 9.09936618805
   4.65, 9.09124183655
   4.66, 9.29899406433
   4.67, 9.87743759155
   4.68, 10.7605085373
   4.69, 10.6592264175
    4.7, 9.86447715759
   4.71, 9.33701896667
   4.72, 9.06432723999
   4.73, 8.93786334991
   4.74, 8.90947151184
   4.75, 8.97717189789
   4.76, 9.21070384979
   4.77, 9.94640636444
   4.78, 11.4636325836
   4.79, 10.3960876465
    4.8, 9.68275260925
   4.81, 9.50547599792
   4.82, 9.52672767639
   4.83, 9.73741340637
   4.84, 10.3494710922
   4.85,  11.484744072
   4.86, 11.3745079041
   4.87, 10.4120550156
   4.88, 9.87150669098
   4.89, 9.62123298645
    4.9, 9.51724052429
   4.91, 9.50559043884
   4.92, 9.58254623413
   4.93, 9.82036590576
   4.94, 10.6498699188
   4.95, 12.4552984238
   4.96,   11.05834198
   4.97,  10.488368988
   4.98,  10.368596077
   4.99,  10.390206337
      5, 10.5473279953
   5.01,  11.070271492
   5.02, 12.3426933289
   5.03, 12.2961540222
   5.04, 11.3196306229
   5.05, 10.8379631042
   5.06, 10.6300163269
   5.07, 10.5540018082
   5.08, 10.5637931824
   5.09, 10.6600608826
    5.1, 10.9224376678
   5.11, 11.9038696289
   5.12,  13.529173851
   5.13, 11.9895248413
   5.14, 11.6768074036
   5.15, 11.6775903702
   5.16, 11.7607049942
   5.17, 11.9303302765
   5.18, 12.4214468002
   5.19, 13.7752552032
    5.2, 13.4787273407
   5.21,  12.491355896
   5.22, 12.0806589127
   5.23, 11.9023475647
   5.24, 11.8275299072
   5.25, 11.8211975098
   5.26, 11.8900165558
   5.27, 12.1261396408
   5.28, 13.2960662842
   5.29, 14.1406822205
    5.3, 12.8741350174
   5.31, 12.7390069962
   5.32, 12.8023357391
   5.33, 12.9130096436
   5.34, 13.0816249847
   5.35, 13.5463600159
   5.36, 14.9783325195
   5.37, 14.2991218567
   5.38, 13.4254007339
   5.39,  13.118188858
    5.4,  12.992401123
   5.41, 12.9473752975
   5.42, 12.9606208801
   5.43, 13.0474662781
   5.44, 13.3338899612
   5.45, 15.0514478683
   5.46, 14.4645824432
   5.47, 13.7262220383
   5.48, 13.7241296768
   5.49, 13.8262519836
    5.5, 13.9398651123
   5.51, 14.0850858688
   5.52, 14.5368499756
   5.53, 16.0578098297
   5.54, 14.7082271576
   5.55, 13.9329795837
   5.56, 13.6578893661
   5.57, 13.5281553268
   5.58, 13.4720754623
   5.59, 13.4762907028
    5.6, 13.5607023239
   5.61, 13.8957605362
   5.62, 16.5040836334
   5.63, 14.5301294327
   5.64,  14.232872963
   5.65, 14.3375854492
   5.66, 14.5046138763
   5.67, 14.6666259766
   5.68, 14.8413591385
   5.69, 15.3659610748
