GRIMM Diameter, Qscat (1.54 + 0.003)
   6.76, 18.1180419922
   6.77,  18.180109024
   6.78, 18.4548721313
   6.79, 18.8384437561
    6.8,  19.187461853
   6.81, 19.3365249634
   6.82, 19.2989788055
   6.83,  19.224281311
   6.84, 19.1689434052
   6.85,  19.100063324
   6.86, 19.0149173737
   6.87, 18.9450931549
   6.88, 18.9201965332
   6.89, 18.9320144653
    6.9, 18.8458824158
   6.91, 18.6175346375
   6.92, 18.5493202209
   6.93, 18.7218227386
   6.94, 19.0662899017
   6.95, 19.4970035553
   6.96, 19.8429393768
   6.97, 19.9659919739
   6.98, 19.9832553864
   6.99, 20.0183181763
      7, 20.0523452759
   7.01, 20.0582275391
   7.02, 20.0417423248
   7.03, 20.0292606354
   7.04, 20.0411453247
   7.05, 20.0011940002
   7.06, 19.7560482025
   7.07, 19.5388698578
   7.08, 19.5417537689
   7.09, 19.7300624847
    7.1, 20.0602054596
   7.11, 20.4294052124
   7.12, 20.6241817474
   7.13, 20.6357460022
   7.14, 20.6643657684
   7.15, 20.7427883148
   7.16, 20.8193683624
   7.17, 20.8656425476
   7.18, 20.8915271759
   7.19, 20.9214897156
    7.2, 20.9298629761
   7.21, 20.7553462982
   7.22, 20.4871253967
   7.23, 20.3775691986
   7.24, 20.4314842224
   7.25, 20.6252803802
   7.26, 20.9244365692
   7.27, 21.1650676727
   7.28, 21.1824131012
   7.29, 21.1569194794
    7.3, 21.2151451111
   7.31, 21.3048343658
   7.32, 21.3666477203
   7.33,  21.389415741
   7.34, 21.3932151794
   7.35, 21.3832073212
   7.36, 21.2360534668
   7.37, 20.9090690613
   7.38, 20.6744480133
   7.39,  20.593662262
    7.4, 20.6559200287
   7.41, 20.8649635315
   7.42, 21.1403713226
   7.43, 21.2266464233
   7.44, 21.1565971375
   7.45, 21.1839141846
   7.46, 21.3042678833
   7.47, 21.4355621338
   7.48, 21.5359516144
   7.49, 21.6031894684
    7.5, 21.6453514099
   7.51, 21.5926837921
   7.52, 21.3333873749
   7.53, 21.0736312866
   7.54, 20.9183502197
   7.55, 20.8702507019
   7.56,  20.955537796
   7.57, 21.1868915558
   7.58,  21.403711319
   7.59, 21.4157238007
    7.6, 21.4434757233
   7.61, 21.5835475922
   7.62, 21.7711925507
   7.63, 21.9537124634
   7.64, 22.1110572815
   7.65, 22.2425708771
   7.66, 22.3220901489
   7.67, 22.2377147675
   7.68, 22.0753192902
   7.69, 21.9536209106
    7.7, 21.8886489868
   7.71, 21.9058170319
   7.72, 22.0425987244
   7.73, 22.2595233917
   7.74, 22.3537807465
   7.75,  22.392162323
   7.76, 22.5219764709
   7.77, 22.7149143219
