Cdia, CQs, CSQs, Mdia, MQs, MSQs
7.990000, 26.428951, -12.495208, 7.990000, 37.770981, 48.267601
8.000000, 25.567091, -12.674461, 8.000000, 42.232510, 48.412309
8.010000, 25.600378, -12.854812, 8.010000, 37.679653, 48.557376
8.020000, 26.018505, -13.036264, 8.020000, 37.381706, 48.702801
8.030000, 25.950541, -13.218821, 8.030000, 38.318680, 48.848587
8.040000, 24.999035, -13.402488, 8.040000, 40.105896, 48.994733
8.050000, 23.701754, -13.587267, 8.050000, 43.806351, 49.141242
8.060000, 22.617188, -13.773163, 8.060000, 46.579258, 49.288112
8.070000, 21.909185, -13.960180, 8.070000, 44.308315, 49.435347
8.080000, 21.869091, -14.148322, 8.080000, 42.504726, 49.582945
8.090000, 21.371578, -14.337594, 8.090000, 41.134518, 49.730909
8.100000, 21.540766, -14.527999, 8.100000, 40.134918, 49.879239
8.110000, 22.032274, -14.719540, 8.110000, 39.565796, 50.027936
8.120000, 23.009911, -14.912223, 8.120000, 38.828064, 50.177000
8.130000, 24.803066, -15.106052, 8.130000, 38.643143, 50.326432
8.140000, 27.164602, -15.301029, 8.140000, 41.284554, 50.476235
8.150000, 27.449816, -15.497160, 8.150000, 39.600300, 50.626407
8.160000, 26.171253, -15.694449, 8.160000, 37.901249, 50.776950
8.170000, 25.801245, -15.892899, 8.170000, 38.276375, 50.927865
8.180000, 26.294182, -16.092515, 8.180000, 39.325066, 51.079153
8.190000, 26.882483, -16.293300, 8.190000, 41.615868, 51.230815
8.200000, 26.514477, -16.495260, 8.200000, 46.831879, 51.382851
8.210000, 25.169464, -16.698397, 8.210000, 47.302975, 51.535263
8.220000, 23.753597, -16.902717, 8.220000, 44.777813, 51.688051
8.230000, 22.732439, -17.108222, 8.230000, 43.128304, 51.841215
8.240000, 22.144699, -17.314919, 8.240000, 41.943573, 51.994758
8.250000, 21.755415, -17.522809, 8.250000, 41.453831, 52.148680
8.260000, 21.732086, -17.731898, 8.260000, 40.450142, 52.302981
8.270000, 22.001585, -17.942191, 8.270000, 39.843712, 52.457662
8.280000, 22.659929, -18.153690, 8.280000, 40.020039, 52.612725
8.290000, 23.987240, -18.366400, 8.290000, 43.438396, 52.768171
8.300000, 26.444593, -18.580325, 8.300000, 38.324726, 52.923999
8.310000, 28.635471, -18.795470, 8.310000, 38.025669, 53.080212
8.320000, 27.492216, -19.011839, 8.320000, 38.498283, 53.236809
8.330000, 26.584108, -19.229435, 8.330000, 39.762936, 53.393792
8.340000, 26.873573, -19.448264, 8.340000, 42.792755, 53.551162
8.350000, 27.886639, -19.668329, 8.350000, 49.157295, 53.708920
8.360000, 28.553825, -19.889634, 8.360000, 46.746483, 53.867065
8.370000, 27.701859, -20.112184, 8.370000, 45.138550, 54.025600
8.380000, 26.036877, -20.335983, 8.380000, 43.834633, 54.184525
8.390000, 24.651735, -20.561035, 8.390000, 44.766399, 54.343842
8.400000, 23.687368, -20.787345, 8.400000, 42.465321, 54.503550
8.410000, 23.145329, -21.014917, 8.410000, 41.915882, 54.663651
8.420000, 22.905828, -21.243754, 8.420000, 41.439564, 54.824145
8.430000, 22.932257, -21.473861, 8.430000, 45.380043, 54.985035
8.440000, 23.263994, -21.705244, 8.440000, 40.432770, 55.146319
8.450000, 24.067541, -21.937904, 8.450000, 39.392403, 55.308001
8.460000, 25.812937, -22.171848, 8.460000, 39.362518, 55.470079
8.470000, 34.185661, -22.407080, 8.470000, 39.997677, 55.632556
8.480000, 29.118587, -22.643602, 8.480000, 41.532154, 55.795431
8.490000, 27.576488, -22.881421, 8.490000, 46.173542, 55.958707
8.500000, 27.346806, -23.120541, 8.500000, 49.648266, 56.122383
8.510000, 28.191755, -23.360964, 8.510000, 47.807064, 56.286462
8.520000, 29.586391, -23.602697, 8.520000, 46.632782, 56.450943
8.530000, 29.993095, -23.845743, 8.530000, 48.060371, 56.615827
8.540000, 28.590466, -24.090107, 8.540000, 45.407478, 56.781116
8.550000, 26.917770, -24.335792, 8.550000, 45.101990, 56.946811
8.560000, 25.690273, -24.582804, 8.560000, 44.614361, 57.112911
8.570000, 24.974728, -24.831147, 8.570000, 44.732471, 57.279419
8.580000, 24.580280, -25.080824, 8.580000, 44.476654, 57.446335
8.590000, 24.438154, -25.331841, 8.590000, 42.274712, 57.613660
8.600000, 24.544575, -25.584202, 8.600000, 41.657188, 57.781395
8.610000, 24.980076, -25.837912, 8.610000, 41.635738, 57.949541
8.620000, 26.026873, -26.092973, 8.620000, 42.272053, 58.118099
8.630000, 28.439442, -26.349392, 8.630000, 44.118469, 58.287069
8.640000, 30.674393, -26.607172, 8.640000, 51.757423, 58.456453
8.650000, 28.975887, -26.866319, 8.650000, 49.853439, 58.626251
8.660000, 28.117529, -27.126835, 8.660000, 49.181526, 58.796465
8.670000, 28.522923, -27.388726, 8.670000, 48.721111, 58.967095
8.680000, 29.814526, -27.651996, 8.680000, 47.599445, 59.138143
8.690000, 31.268309, -27.916650, 8.690000, 47.564293, 59.309609
8.700000, 30.773949, -28.182692, 8.700000, 47.311157, 59.481493
8.710000, 28.872980, -28.450127, 8.710000, 46.821854, 59.653798
8.720000, 27.323917, -28.718959, 8.720000, 50.232193, 59.826524
8.730000, 26.404995, -28.989192, 8.730000, 44.866268, 59.999672
8.740000, 25.877567, -29.260831, 8.740000, 43.747017, 60.173243
8.750000, 25.616835, -29.533880, 8.750000, 43.156441, 60.347238
8.760000, 25.582293, -29.808345, 8.760000, 43.115864, 60.521657
8.770000, 25.805674, -30.084229, 8.770000, 43.812992, 60.696502
8.780000, 26.446051, -30.361537, 8.780000, 46.877537, 60.871774
8.790000, 28.055433, -30.640273, 8.790000, 50.660782, 61.047473
8.800000, 31.321896, -30.920443, 8.800000, 50.463623, 61.223601
8.810000, 30.793499, -31.202050, 8.810000, 50.365604, 61.400158
8.820000, 29.009659, -31.485099, 8.820000, 48.676758, 61.577146
8.830000, 28.936281, -31.769595, 8.830000, 48.870235, 61.754565
8.840000, 29.853193, -32.055542, 8.840000, 49.029247, 61.932416
8.850000, 31.647804, -32.342945, 8.850000, 48.672005, 62.110701
8.860000, 32.771912, -32.631808, 8.860000, 51.088600, 62.289419
8.870000, 31.083416, -32.922136, 8.870000, 46.959229, 62.468573
8.880000, 28.989237, -33.213933, 8.880000, 45.447063, 62.648163
8.890000, 27.734886, -33.507205, 8.890000, 44.428677, 62.828190
8.900000, 27.025684, -33.801956, 8.900000, 43.893963, 63.008655
8.910000, 26.636047, -34.098189, 8.910000, 43.942642, 63.189559
8.920000, 26.470957, -34.395911, 8.920000, 44.926811, 63.370902
8.930000, 26.517395, -34.695125, 8.930000, 52.876255, 63.552687
8.940000, 26.849468, -34.995836, 8.940000, 50.727295, 63.734914
8.950000, 27.773638, -35.298049, 8.950000, 51.480488, 63.917583
8.960000, 30.366966, -35.601769, 8.960000, 49.994404, 64.100696
8.970000, 32.803093, -35.906999, 8.970000, 50.222683, 64.284254
8.980000, 30.148483, -36.213745, 8.980000, 51.093887, 64.468257
8.990000, 29.382036, -36.522012, 8.990000, 51.446358, 64.652707
9.000000, 29.772877, -36.831804, 9.000000, 51.176868, 64.837605
9.010000, 31.062698, -37.143125, 9.010000, 50.303059, 65.022951
9.020000, 33.217033, -37.455981, 9.020000, 48.455189, 65.208747
9.030000, 33.164696, -37.770376, 9.030000, 47.011826, 65.394994
9.040000, 30.619987, -38.086315, 9.040000, 45.943985, 65.581692
9.050000, 28.881592, -38.403802, 9.050000, 45.366371, 65.768842
9.060000, 27.947248, -38.722842, 9.060000, 45.417305, 65.956446
9.070000, 27.450035, -39.043441, 9.070000, 47.484566, 66.144504
9.080000, 27.218136, -39.365602, 9.080000, 50.094055, 66.333018
9.090000, 27.193064, -39.689330, 9.090000, 52.582253, 66.521989
9.100000, 27.391993, -40.014631, 9.100000, 51.610741, 66.711416
9.110000, 27.952007, -40.341508, 9.110000, 51.032738, 66.901302
9.120000, 29.499125, -40.669967, 9.120000, 52.287235, 67.091648
9.130000, 33.462788, -41.000013, 9.130000, 53.779068, 67.282453
9.140000, 31.907391, -41.331649, 9.140000, 54.231987, 67.473720
9.150000, 30.406450, -41.664882, 9.150000, 54.205791, 67.665450
9.160000, 30.505430, -41.999715, 9.160000, 52.179474, 67.857643
9.170000, 31.312473, -42.336153, 9.170000, 50.622864, 68.050300
9.180000, 33.117016, -42.674202, 9.180000, 49.283379, 68.243422
9.190000, 35.297279, -43.013866, 9.190000, 48.312065, 68.437011
9.200000, 33.051624, -43.355150, 9.200000, 47.784611, 68.631067
9.210000, 30.664436, -43.698059, 9.210000, 47.972988, 68.825591
9.220000, 29.390383, -44.042597, 9.220000, 51.490871, 69.020585
9.230000, 28.717550, -44.388769, 9.230000, 52.275982, 69.216049
9.240000, 28.373173, -44.736581, 9.240000, 53.796249, 69.411984
9.250000, 28.257175, -45.086037, 9.250000, 51.704273, 69.608392
9.260000, 28.357061, -45.437141, 9.260000, 52.304169, 69.805273
9.270000, 28.712172, -45.789900, 9.270000, 54.329170, 70.002628
9.280000, 29.643080, -46.144316, 9.280000, 56.100067, 70.200458
9.290000, 32.654099, -46.500397, 9.290000, 58.864342, 70.398765
9.300000, 34.543472, -46.858146, 9.300000, 55.088882, 70.597550
9.310000, 31.925264, -47.217568, 9.310000, 53.518303, 70.796812
9.320000, 31.796684, -47.578668, 9.320000, 52.033508, 70.996554
9.330000, 32.444817, -47.941451, 9.330000, 50.855133, 71.196777
9.340000, 33.744473, -48.305922, 9.340000, 50.057442, 71.397481
9.350000, 36.298676, -48.672086, 9.350000, 49.690460, 71.598667
9.360000, 36.469955, -49.039948, 9.360000, 53.418362, 71.800337
9.370000, 33.373966, -49.409513, 9.370000, 51.854568, 72.002491
9.380000, 31.619015, -49.780785, 9.380000, 55.525433, 72.205130
9.390000, 30.735840, -50.153770, 9.390000, 53.303787, 72.408257
9.400000, 30.262764, -50.528472, 9.400000, 52.363476, 72.611871
9.410000, 30.042074, -50.904897, 9.410000, 54.090668, 72.815973
9.420000, 30.125092, -51.283049, 9.420000, 56.956829, 73.020565
9.430000, 30.233335, -51.662934, 9.430000, 60.067375, 73.225647
9.440000, 30.797375, -52.044556, 9.440000, 58.249313, 73.431222
9.450000, 32.481895, -52.427921, 9.450000, 56.493668, 73.637289
9.460000, 37.028538, -52.813033, 9.460000, 54.696789, 73.843849
9.470000, 33.830914, -53.199897, 9.470000, 53.140816, 74.050905
9.480000, 33.221718, -53.588519, 9.480000, 51.976456, 74.258456
9.490000, 33.734730, -53.978903, 9.490000, 51.179909, 74.466504
9.500000, 34.680046, -54.371054, 9.500000, 50.978363, 74.675050
9.510000, 36.532822, -54.764978, 9.510000, 51.483368, 74.884095
9.520000, 39.145206, -55.160680, 9.520000, 53.972717, 75.093640
9.530000, 36.220345, -55.558164, 9.530000, 55.972191, 75.303686
9.540000, 33.563183, -55.957435, 9.540000, 52.084988, 75.514234
9.550000, 32.281830, -56.358500, 9.550000, 52.488995, 75.725285
9.560000, 31.564644, -56.761362, 9.560000, 55.040501, 75.936840
9.570000, 31.159029, -57.166026, 9.570000, 58.940311, 76.148900
9.580000, 30.994938, -57.572499, 9.580000, 60.878826, 76.361467
9.590000, 31.049953, -57.980784, 9.590000, 59.573788, 76.574540
9.600000, 31.394779, -58.390888, 9.600000, 57.697784, 76.788123
9.610000, 32.363754, -58.802814, 9.610000, 55.858604, 77.002214
9.620000, 36.177589, -59.216569, 9.620000, 54.380798, 77.216816
9.630000, 35.448326, -59.632157, 9.630000, 53.322304, 77.431930
9.640000, 33.979401, -60.049583, 9.640000, 52.617706, 77.647556
9.650000, 34.454449, -60.468854, 9.650000, 52.642021, 77.863696
9.660000, 35.357040, -60.889972, 9.660000, 52.844242, 78.080350
9.670000, 36.699383, -61.312945, 9.670000, 57.480980, 78.297521
9.680000, 39.563210, -61.737777, 9.680000, 53.746414, 78.515208
9.690000, 39.434944, -62.164472, 9.690000, 52.099369, 78.733413
9.700000, 35.491451, -62.593037, 9.700000, 53.278820, 78.952136
9.710000, 33.633808, -63.023477, 9.710000, 56.449741, 79.171380
9.720000, 32.569332, -63.455796, 9.720000, 61.054138, 79.391145
9.730000, 31.867514, -63.890000, 9.730000, 61.944912, 79.611433
9.740000, 31.427544, -64.326094, 9.740000, 60.379528, 79.832243
9.750000, 31.232643, -64.764083, 9.750000, 58.705826, 80.053578
9.760000, 31.311041, -65.203973, 9.760000, 57.165051, 80.275438
9.770000, 31.814770, -65.645768, 9.770000, 56.056797, 80.497824
9.780000, 33.823624, -66.089474, 9.780000, 55.323730, 80.720738
9.790000, 37.310036, -66.535096, 9.790000, 59.065262, 80.944181
9.800000, 34.089195, -66.982640, 9.800000, 54.595726, 81.168154
9.810000, 34.454433, -67.432110, 9.810000, 56.544804, 81.392657
9.820000, 35.472477, -67.883512, 9.820000, 58.720146, 81.617692
9.830000, 36.784271, -68.336851, 9.830000, 54.103413, 81.843260
9.840000, 38.957718, -68.792132, 9.840000, 54.047417, 82.069362
9.850000, 42.579956, -69.249360, 9.850000, 55.743057, 82.295999
9.860000, 38.327713, -69.708542, 9.860000, 59.770805, 82.523173
9.870000, 35.683395, -70.169681, 9.870000, 64.540848, 82.750883
9.880000, 34.313847, -70.632784, 9.880000, 63.848167, 82.979132
9.890000, 33.362778, -71.097856, 9.890000, 62.194504, 83.207921
9.900000, 32.671665, -71.564902, 9.900000, 60.535473, 83.437250
9.910000, 32.218498, -72.033927, 9.910000, 59.189659, 83.667121
9.920000, 32.022633, -72.504936, 9.920000, 58.320770, 83.897535
9.930000, 32.162090, -72.977936, 9.930000, 58.168499, 84.128492
9.940000, 33.075008, -73.452931, 9.940000, 57.113865, 84.359995
9.950000, 38.465279, -73.929926, 9.950000, 57.204308, 84.592044
9.960000, 34.802490, -74.408928, 9.960000, 62.585144, 84.824639
9.970000, 34.748657, -74.889940, 9.970000, 56.997410, 85.057783
9.980000, 35.782707, -75.372970, 9.980000, 55.392044, 85.291477
