Cdia, CQs, CSQs, Mdia, MQs, MSQs
4.000000, 6.844076, 6.362352, 4.000000, 12.871048, 11.745932
4.010000, 7.318650, 6.378502, 4.010000, 12.326240, 11.799189
4.020000, 7.983530, 6.394580, 4.020000, 11.189394, 11.852584
4.030000, 8.239086, 6.410585, 4.030000, 10.681917, 11.906116
4.040000, 7.723668, 6.426516, 4.040000, 10.524023, 11.959786
4.050000, 7.025186, 6.442371, 4.050000, 10.563412, 12.013595
4.060000, 6.552999, 6.458150, 4.060000, 10.777732, 12.067542
4.070000, 6.319179, 6.473852, 4.070000, 11.522405, 12.121629
4.080000, 6.264086, 6.489474, 4.080000, 13.987209, 12.175854
4.090000, 6.364347, 6.505017, 4.090000, 11.675874, 12.230219
4.100000, 6.662504, 6.520478, 4.100000, 11.357037, 12.284724
4.110000, 7.327579, 6.535857, 4.110000, 11.482598, 12.339369
4.120000, 8.611012, 6.551152, 4.120000, 11.797782, 12.394154
4.130000, 9.131328, 6.566361, 4.130000, 12.376835, 12.449080
4.140000, 7.786421, 6.581485, 4.140000, 13.649164, 12.504147
4.150000, 7.037662, 6.596521, 4.150000, 14.582451, 12.559355
4.160000, 6.936886, 6.611469, 4.160000, 13.073984, 12.614705
4.170000, 7.261675, 6.626326, 4.170000, 12.171596, 12.670197
4.180000, 7.989199, 6.641092, 4.180000, 11.795008, 12.725830
4.190000, 8.779837, 6.655765, 4.190000, 11.683601, 12.781606
4.200000, 8.611390, 6.670345, 4.200000, 11.734224, 12.837525
4.210000, 7.686348, 6.684829, 4.210000, 12.032473, 12.893587
4.220000, 6.953839, 6.699217, 4.220000, 14.103585, 12.949792
4.230000, 6.564201, 6.713507, 4.230000, 12.694629, 13.006141
4.240000, 6.411055, 6.727698, 4.240000, 12.216477, 13.062634
4.250000, 6.425383, 6.741789, 4.250000, 12.315819, 13.119271
4.260000, 6.605027, 6.755778, 4.260000, 12.579618, 13.176053
4.270000, 7.053482, 6.769663, 4.270000, 13.015533, 13.232979
4.280000, 8.123579, 6.783445, 4.280000, 13.811352, 13.290051
4.290000, 9.720376, 6.797120, 4.290000, 15.709108, 13.347268
4.300000, 8.724759, 6.810689, 4.300000, 14.864944, 13.404631
4.310000, 7.595322, 6.824149, 4.310000, 13.479546, 13.462140
4.320000, 7.300532, 6.837499, 4.320000, 12.954754, 13.519796
4.330000, 7.443407, 6.850737, 4.330000, 12.759611, 13.577598
4.340000, 7.999084, 6.863863, 4.340000, 12.738108, 13.635547
4.350000, 9.040646, 6.876875, 4.350000, 12.877716, 13.693644
4.360000, 9.727160, 6.889772, 4.360000, 13.777511, 13.751889
4.370000, 8.904785, 6.902552, 4.370000, 13.942415, 13.810281
4.380000, 7.873743, 6.915213, 4.380000, 13.068225, 13.868822
4.390000, 7.285396, 6.927755, 4.390000, 13.123251, 13.927512
4.400000, 7.011781, 6.940176, 4.400000, 13.321378, 13.986350
4.410000, 6.930803, 6.952474, 4.410000, 13.652658, 14.045338
4.420000, 7.002031, 6.964648, 4.420000, 14.208151, 14.104476
4.430000, 7.267775, 6.976697, 4.430000, 15.471123, 14.163763
4.440000, 7.964448, 6.988618, 4.440000, 17.104519, 14.223201
4.450000, 9.711102, 7.000412, 4.450000, 14.576135, 14.282790
4.460000, 9.868063, 7.012075, 4.460000, 13.707216, 14.342530
4.470000, 8.373959, 7.023607, 4.470000, 13.298724, 14.402421
4.480000, 7.940018, 7.035007, 4.480000, 13.119703, 14.462463
4.490000, 7.976822, 7.046272, 4.490000, 13.105147, 14.522658
4.500000, 8.336690, 7.057401, 4.500000, 13.430687, 14.583005
4.510000, 9.189745, 7.068393, 4.510000, 15.340265, 14.643505
4.520000, 10.497183, 7.079246, 4.520000, 13.361527, 14.704158
4.530000, 10.389898, 7.089959, 4.530000, 13.412334, 14.764964
4.540000, 9.146464, 7.100530, 4.540000, 13.620842, 14.825924
4.550000, 8.382749, 7.110958, 4.550000, 13.947548, 14.887038
4.560000, 8.032673, 7.121240, 4.560000, 14.456823, 14.948307
4.570000, 7.899400, 7.131376, 4.570000, 15.287016, 15.009730
4.580000, 7.906432, 7.141365, 4.580000, 18.177204, 15.071308
4.590000, 8.059818, 7.151203, 4.590000, 16.284576, 15.133042
4.600000, 8.497278, 7.160890, 4.600000, 14.947821, 15.194932
4.610000, 9.829369, 7.170425, 4.610000, 14.339247, 15.256978
4.620000, 11.338523, 7.179805, 4.620000, 14.013563, 15.319181
4.630000, 9.380209, 7.189029, 4.630000, 13.850799, 15.381541
4.640000, 8.714608, 7.198096, 4.640000, 13.858273, 15.444058
4.650000, 8.647995, 7.207004, 4.650000, 17.295860, 15.506732
4.660000, 8.852102, 7.215750, 4.660000, 13.791264, 15.569565
4.670000, 9.425329, 7.224335, 4.670000, 13.734785, 15.632556
4.680000, 10.737541, 7.232755, 4.680000, 13.839851, 15.695705
4.690000, 11.744906, 7.241010, 4.690000, 14.068460, 15.759014
4.700000, 10.356870, 7.249098, 4.700000, 14.465126, 15.822483
4.710000, 9.264048, 7.257017, 4.710000, 15.138598, 15.886111
4.720000, 8.789867, 7.264765, 4.720000, 16.664837, 15.949899
4.730000, 8.594276, 7.272340, 4.730000, 18.061426, 16.013848
4.740000, 8.542742, 7.279742, 4.740000, 16.341349, 16.077958
4.750000, 8.608709, 7.286969, 4.750000, 15.702102, 16.142230
4.760000, 8.861243, 7.294018, 4.760000, 15.376993, 16.206663
4.770000, 9.699173, 7.300888, 4.770000, 15.256586, 16.271258
4.780000, 12.105791, 7.307578, 4.780000, 15.241640, 16.336016
4.790000, 10.253918, 7.314085, 4.790000, 16.969196, 16.400936
4.800000, 9.249413, 7.320408, 4.800000, 15.134966, 16.466020
4.810000, 9.080931, 7.326545, 4.810000, 15.019395, 16.531268
4.820000, 9.161268, 7.332495, 4.820000, 15.031237, 16.596679
4.830000, 9.483751, 7.338256, 4.830000, 15.134897, 16.662255
4.840000, 10.395982, 7.343825, 4.840000, 15.358912, 16.727996
4.850000, 12.247797, 7.349202, 4.850000, 15.792568, 16.793902
4.860000, 11.535491, 7.354385, 4.860000, 16.687492, 16.859974
4.870000, 9.989538, 7.359371, 4.870000, 20.767422, 16.926211
4.880000, 9.350715, 7.364159, 4.880000, 17.789917, 16.992615
4.890000, 9.092126, 7.368748, 4.890000, 17.080704, 17.059186
4.900000, 8.994335, 7.373135, 4.900000, 16.568111, 17.125924
4.910000, 8.999429, 7.377318, 4.910000, 16.374977, 17.192829
4.920000, 9.131708, 7.381297, 4.920000, 16.314703, 17.259902
4.930000, 9.608519, 7.385068, 4.930000, 16.773632, 17.327144
4.940000, 11.739355, 7.388631, 4.940000, 16.089964, 17.394555
4.950000, 11.153620, 7.391983, 4.950000, 15.851549, 17.462135
4.960000, 9.703863, 7.395123, 4.960000, 15.762249, 17.529884
4.970000, 9.468278, 7.398048, 4.970000, 15.782340, 17.597803
4.980000, 9.486092, 7.400758, 4.980000, 15.926258, 17.665893
4.990000, 9.658660, 7.403249, 4.990000, 16.237974, 17.734154
5.000000, 10.185219, 7.405521, 5.000000, 16.861618, 17.802585
5.010000, 11.850116, 7.407572, 5.010000, 20.004740, 17.871189
5.020000, 12.787120, 7.409398, 5.020000, 18.949364, 17.939964
5.030000, 10.773087, 7.411000, 5.030000, 18.496094, 18.008912
5.040000, 9.953636, 7.412374, 5.040000, 17.639969, 18.078033
5.050000, 9.681190, 7.413519, 5.050000, 17.262306, 18.147327
5.060000, 9.602700, 7.414433, 5.060000, 17.198875, 18.216795
5.070000, 9.624453, 7.415114, 5.070000, 17.303141, 18.286437
5.080000, 9.741045, 7.415560, 5.080000, 16.854246, 18.356253
5.090000, 10.066314, 7.415770, 5.090000, 16.388342, 18.426245
5.100000, 11.524023, 7.415741, 5.100000, 16.019907, 18.496412
5.110000, 12.905886, 7.415471, 5.110000, 15.804518, 18.566754
5.120000, 10.710500, 7.414959, 5.120000, 15.767841, 18.637273
5.130000, 10.410739, 7.414203, 5.130000, 15.921656, 18.707969
5.140000, 10.405045, 7.413200, 5.140000, 16.315756, 18.778842
5.150000, 10.494183, 7.411948, 5.150000, 17.533358, 18.849892
5.160000, 10.758160, 7.410446, 5.160000, 18.653299, 18.921121
5.170000, 11.762840, 7.408692, 5.170000, 19.281462, 18.992527
5.180000, 14.197525, 7.406684, 5.180000, 18.466068, 19.064113
5.190000, 12.109756, 7.404419, 5.190000, 17.834101, 19.135878
5.200000, 10.933310, 7.401896, 5.200000, 17.872179, 19.207823
5.210000, 10.580410, 7.399113, 5.210000, 18.192612, 19.279948
5.220000, 10.477741, 7.396068, 5.220000, 18.213198, 19.352253
5.230000, 10.487902, 7.392758, 5.230000, 17.819218, 19.424740
5.240000, 10.582131, 7.389182, 5.240000, 17.313595, 19.497408
5.250000, 10.808184, 7.385338, 5.250000, 16.891235, 19.570258
5.260000, 11.638702, 7.381223, 5.260000, 16.661572, 19.643290
5.270000, 14.715022, 7.376836, 5.270000, 16.638996, 19.716506
5.280000, 11.862425, 7.372174, 5.280000, 16.824863, 19.789904
5.290000, 11.545655, 7.367236, 5.290000, 17.368334, 19.863487
5.300000, 11.576780, 7.362020, 5.300000, 18.682543, 19.937253
5.310000, 11.665795, 7.356522, 5.310000, 19.980743, 20.011204
5.320000, 11.811425, 7.350742, 5.320000, 20.126942, 20.085341
5.330000, 12.297388, 7.344678, 5.330000, 19.026566, 20.159663
5.340000, 14.613106, 7.338326, 5.340000, 18.838686, 20.234171
5.350000, 13.734159, 7.331685, 5.350000, 19.287626, 20.308865
5.360000, 12.088677, 7.324753, 5.360000, 19.823473, 20.383747
5.370000, 11.641135, 7.317528, 5.370000, 19.797649, 20.458815
5.380000, 11.495211, 7.310008, 5.380000, 19.284740, 20.534072
5.390000, 11.472075, 7.302190, 5.390000, 18.653305, 20.609517
5.400000, 11.531968, 7.294073, 5.400000, 18.201458, 20.685151
5.410000, 11.694178, 7.285654, 5.410000, 18.007128, 20.760974
5.420000, 12.195482, 7.276931, 5.420000, 18.052050, 20.836987
5.430000, 15.639478, 7.267902, 5.430000, 18.345438, 20.913190
5.440000, 12.732048, 7.258564, 5.440000, 19.384785, 20.989584
5.450000, 12.437748, 7.248917, 5.450000, 20.386971, 21.066169
5.460000, 12.535116, 7.238957, 5.460000, 22.006207, 21.142946
5.470000, 12.675350, 7.228682, 5.470000, 20.787365, 21.219914
5.480000, 12.814213, 7.218090, 5.480000, 20.072937, 21.297076
5.490000, 13.076819, 7.207179, 5.490000, 20.376646, 21.374430
5.500000, 14.485515, 7.195947, 5.500000, 21.179005, 21.451978
5.510000, 15.356977, 7.184391, 5.510000, 21.780952, 21.529720
5.520000, 12.979826, 7.172510, 5.520000, 21.509840, 21.607657
5.530000, 12.420242, 7.160301, 5.530000, 20.587971, 21.685789
5.540000, 12.223973, 7.147761, 5.540000, 19.718838, 21.764116
5.550000, 12.163128, 7.134889, 5.550000, 19.176895, 21.842639
5.560000, 12.192418, 7.121682, 5.560000, 18.964973, 21.921358
5.570000, 12.316233, 7.108139, 5.570000, 19.033487, 22.000275
5.580000, 12.661173, 7.094256, 5.580000, 19.796984, 22.079389
5.590000, 15.501449, 7.080032, 5.590000, 20.274006, 22.158701
5.600000, 13.547321, 7.065464, 5.600000, 22.209490, 22.238211
5.610000, 13.197985, 7.050550, 5.610000, 22.322969, 22.317921
5.620000, 13.355328, 7.035287, 5.620000, 20.784679, 22.397829
5.630000, 13.563365, 7.019674, 5.630000, 20.732019, 22.477938
5.640000, 13.743717, 7.003709, 5.640000, 21.462248, 22.558247
5.650000, 13.925251, 6.987388, 5.650000, 22.565460, 22.638757
5.660000, 14.651597, 6.970709, 5.660000, 23.254089, 22.719469
5.670000, 17.382708, 6.953671, 5.670000, 22.531942, 22.800383
5.680000, 13.922828, 6.936270, 5.680000, 21.269644, 22.881499
5.690000, 13.132216, 6.918505, 5.690000, 20.308037, 22.962817
5.700000, 12.809893, 6.900373, 5.700000, 19.763958, 23.044340
5.710000, 12.641781, 6.881872, 5.710000, 19.567167, 23.126066
5.720000, 12.577880, 6.862999, 5.720000, 20.098804, 23.207997
5.730000, 12.614776, 6.843752, 5.730000, 20.232498, 23.290133
5.740000, 12.813862, 6.824130, 5.740000, 21.511423, 23.372475
5.750000, 14.456923, 6.804128, 5.750000, 23.928734, 23.455022
5.760000, 14.052103, 6.783745, 5.760000, 21.818548, 23.537776
5.770000, 13.615719, 6.762979, 5.770000, 21.243864, 23.620737
5.780000, 13.854712, 6.741827, 5.780000, 21.730734, 23.703906
5.790000, 14.184925, 6.720286, 5.790000, 22.783955, 23.787283
5.800000, 14.503997, 6.698355, 5.800000, 24.356491, 23.870868
5.810000, 14.765320, 6.676031, 5.810000, 24.865360, 23.954663
5.820000, 15.166533, 6.653312, 5.820000, 23.416744, 24.038667
5.830000, 18.533108, 6.630194, 5.830000, 21.935341, 24.122882
5.840000, 15.220375, 6.606676, 5.840000, 20.996881, 24.207307
5.850000, 14.166487, 6.582755, 5.850000, 20.501127, 24.291944
5.860000, 13.697303, 6.558429, 5.860000, 20.648165, 24.376792
5.870000, 13.385059, 6.533695, 5.870000, 20.611622, 24.461853
5.880000, 13.179989, 6.508550, 5.880000, 21.274513, 24.547127
5.890000, 13.079896, 6.482993, 5.890000, 23.746157, 24.632614
5.900000, 13.119995, 6.457021, 5.900000, 23.557901, 24.718315
5.910000, 13.926415, 6.430631, 5.910000, 21.914970, 24.804230
5.920000, 14.352784, 6.403820, 5.920000, 22.091372, 24.890360
5.930000, 13.809789, 6.376587, 5.930000, 22.828827, 24.976707
5.940000, 14.087708, 6.348929, 5.940000, 24.297260, 25.063269
5.950000, 14.512018, 6.320843, 5.950000, 26.508274, 25.150047
5.960000, 14.993544, 6.292327, 5.960000, 26.474220, 25.237043
5.970000, 15.463816, 6.263378, 5.970000, 24.500181, 25.324257
5.980000, 15.941288, 6.233993, 5.980000, 23.078140, 25.411689
5.990000, 18.244297, 6.204171, 5.990000, 22.243763, 25.499340
6.000000, 16.679157, 6.173908, 6.000000, 21.958946, 25.587210
6.010000, 15.533139, 6.143202, 6.010000, 21.780844, 25.675301
6.020000, 15.045127, 6.112051, 6.020000, 22.019604, 25.763611
6.030000, 14.670218, 6.080451, 6.030000, 23.132990, 25.852143
6.040000, 14.373480, 6.048401, 6.040000, 26.179729, 25.940896
6.050000, 14.162794, 6.015897, 6.050000, 23.087757, 26.029872
6.060000, 14.070024, 5.982938, 6.060000, 22.960861, 26.119070
6.070000, 14.440136, 5.949519, 6.070000, 23.419434, 26.208492
6.080000, 15.160858, 5.915640, 6.080000, 24.343676, 26.298137
6.090000, 14.447747, 5.881297, 6.090000, 26.189140, 26.388007
6.100000, 14.691410, 5.846487, 6.100000, 28.608124, 26.478102
6.110000, 15.115949, 5.811208, 6.110000, 27.125170, 26.568422
6.120000, 15.658413, 5.775458, 6.120000, 25.282568, 26.658969
6.130000, 16.266594, 5.739233, 6.130000, 24.182165, 26.749742
6.140000, 16.901646, 5.702532, 6.140000, 23.620552, 26.840742
6.150000, 18.411737, 5.665350, 6.150000, 23.276127, 26.931970
6.160000, 18.314758, 5.627687, 6.160000, 23.248398, 27.023427
6.170000, 17.045748, 5.589538, 6.170000, 23.671431, 27.115112
6.180000, 16.579559, 5.550902, 6.180000, 26.647369, 27.207028
6.190000, 16.170914, 5.511775, 6.190000, 24.758198, 27.299173
6.200000, 15.804500, 5.472156, 6.200000, 23.894382, 27.391549
6.210000, 15.496410, 5.432040, 6.210000, 24.237423, 27.484156
6.220000, 15.278049, 5.391426, 6.220000, 24.919918, 27.576995
6.230000, 15.363204, 5.350311, 6.230000, 26.155388, 27.670067
6.240000, 16.151432, 5.308692, 6.240000, 28.869923, 27.763371
6.250000, 15.238605, 5.266566, 6.250000, 30.358461, 27.856909
6.260000, 15.389178, 5.223931, 6.260000, 27.584473, 27.950682
6.270000, 15.735753, 5.180784, 6.270000, 26.024166, 28.044689
6.280000, 16.241295, 5.137122, 6.280000, 25.098816, 28.138931
6.290000, 16.880323, 5.092942, 6.290000, 24.482403, 28.233410
6.300000, 17.612564, 5.048242, 6.300000, 24.129704, 28.328125
6.310000, 18.771317, 5.003019, 6.310000, 24.049210, 28.423077
6.320000, 19.857504, 4.957270, 6.320000, 25.039934, 28.518267
6.330000, 18.390657, 4.910992, 6.330000, 26.298164, 28.613695
6.340000, 17.961046, 4.864182, 6.340000, 24.108128, 28.709363
6.350000, 17.513628, 4.816838, 6.350000, 24.238682, 28.805269
6.360000, 17.066927, 4.768957, 6.360000, 24.731699, 28.901416
6.370000, 16.646225, 4.720536, 6.370000, 25.589651, 28.997804
6.380000, 16.280632, 4.671572, 6.380000, 27.282049, 29.094433
6.390000, 16.113512, 4.622062, 6.390000, 31.591774, 29.191304
6.400000, 16.772646, 4.572005, 6.400000, 30.118507, 29.288418
6.410000, 15.675160, 4.521395, 6.410000, 27.928942, 29.385775
6.420000, 15.660163, 4.470232, 6.420000, 26.681648, 29.483375
6.430000, 15.841358, 4.418511, 6.430000, 25.845360, 29.581220
6.440000, 16.207287, 4.366231, 6.440000, 25.280731, 29.679310
6.450000, 16.761972, 4.313388, 6.450000, 24.889549, 29.777646
6.460000, 17.497259, 4.259979, 6.460000, 24.873180, 29.876228
6.470000, 18.560244, 4.206002, 6.470000, 29.443481, 29.975056
6.480000, 20.668491, 4.151453, 6.480000, 24.544443, 30.074132
6.490000, 18.963123, 4.096330, 6.490000, 24.397560, 30.173457
6.500000, 18.687252, 4.040630, 6.500000, 24.689260, 30.273030
6.510000, 18.288334, 3.984350, 6.510000, 25.259394, 30.372852
6.520000, 17.848898, 3.927486, 6.520000, 26.265591, 30.472924
6.530000, 17.410873, 3.870037, 6.530000, 28.696209, 30.573247
6.540000, 16.992313, 3.811998, 6.540000, 32.645695, 30.673821
6.550000, 16.686136, 3.753368, 6.550000, 29.574850, 30.774647
6.560000, 17.369389, 3.694143, 6.560000, 28.320190, 30.875725
6.570000, 16.095407, 3.634320, 6.570000, 27.487915, 30.977057
6.580000, 15.950208, 3.573897, 6.580000, 26.998407, 31.078642
6.590000, 15.992658, 3.512869, 6.590000, 26.642443, 31.180481
6.600000, 16.223198, 3.451235, 6.600000, 26.374115, 31.282576
6.610000, 16.664047, 3.388992, 6.610000, 27.996418, 31.384926
6.620000, 17.338192, 3.326135, 6.620000, 26.178501, 31.487532
6.630000, 18.339474, 3.262663, 6.630000, 25.709913, 31.590395
6.640000, 21.845631, 3.198573, 6.640000, 25.850304, 31.693516
6.650000, 19.607103, 3.133860, 6.650000, 26.272316, 31.796895
6.660000, 19.591188, 3.068523, 6.660000, 26.993782, 31.900533
6.670000, 19.278391, 3.002559, 6.670000, 28.309271, 32.004430
6.680000, 18.845905, 2.935963, 6.680000, 33.140903, 32.108588
6.690000, 18.400414, 2.868734, 6.690000, 32.013443, 32.213006
6.700000, 17.954233, 2.800867, 6.700000, 30.742195, 32.317686
6.710000, 17.553585, 2.732361, 6.710000, 29.754503, 32.422627
6.720000, 18.156708, 2.663212, 6.720000, 29.203362, 32.527832
6.730000, 16.829912, 2.593417, 6.730000, 28.885571, 32.633300
6.740000, 16.573181, 2.522973, 6.740000, 28.547222, 32.739031
6.750000, 16.494905, 2.451876, 6.750000, 28.494261, 32.845028
6.760000, 16.600887, 2.380124, 6.760000, 28.376530, 32.951290
6.770000, 16.918777, 2.307714, 6.770000, 27.207382, 33.057817
6.780000, 17.487408, 2.234643, 6.780000, 26.989555, 33.164612
6.790000, 18.395885, 2.160906, 6.790000, 27.114201, 33.271674
6.800000, 23.151279, 2.086502, 6.800000, 27.566135, 33.379003
6.810000, 20.324678, 2.011427, 6.810000, 28.429405, 33.486602
6.820000, 20.763901, 1.935678, 6.820000, 30.484802, 33.594469
6.830000, 20.697119, 1.859252, 6.830000, 35.878235, 33.702607
6.840000, 20.339666, 1.782146, 6.840000, 32.708405, 33.811015
6.850000, 19.937626, 1.704356, 6.850000, 31.727974, 33.919695
6.860000, 19.532223, 1.625880, 6.860000, 31.023701, 34.028646
6.870000, 19.130074, 1.546714, 6.870000, 30.804970, 34.137871
6.880000, 19.330618, 1.466855, 6.880000, 30.602032, 34.247368
6.890000, 18.165581, 1.386300, 6.890000, 30.206879, 34.357140
6.900000, 17.773926, 1.305045, 6.900000, 31.367365, 34.467186
6.910000, 17.525116, 1.223089, 6.910000, 28.622557, 34.577508
6.920000, 17.437801, 1.140426, 6.920000, 27.935081, 34.688105
6.930000, 17.540836, 1.057054, 6.930000, 27.610527, 34.798979
6.940000, 17.877331, 0.972971, 6.940000, 27.650713, 34.910131
6.950000, 18.546736, 0.888172, 6.950000, 28.079002, 35.021561
6.960000, 23.937891, 0.802654, 6.960000, 29.097643, 35.133270
6.970000, 20.415211, 0.716414, 6.970000, 35.600288, 35.245258
6.980000, 21.286430, 0.629450, 6.980000, 32.983585, 35.357526
6.990000, 21.590071, 0.541757, 6.990000, 32.722492, 35.470075
7.000000, 21.346405, 0.453332, 7.000000, 31.719574, 35.582905
7.010000, 20.968779, 0.364173, 7.010000, 31.549082, 35.696018
7.020000, 20.633713, 0.274276, 7.020000, 31.753307, 35.809413
7.030000, 20.314548, 0.183637, 7.030000, 31.715954, 35.923093
7.040000, 20.282211, 0.092253, 7.040000, 36.984131, 36.037056
7.050000, 19.339333, 0.000122, 7.050000, 30.314375, 36.151305
7.060000, 18.885098, -0.092761, 7.060000, 29.331268, 36.265839
7.070000, 18.544643, -0.186399, 7.070000, 28.670938, 36.380659
7.080000, 18.348812, -0.280794, 7.080000, 28.399294, 36.495767
7.090000, 18.321829, -0.375951, 7.090000, 28.533024, 36.611162
7.100000, 18.496065, -0.471872, 7.100000, 29.107399, 36.726846
7.110000, 18.954683, -0.568561, 7.110000, 30.973242, 36.842819
7.120000, 24.497803, -0.666021, 7.120000, 33.327446, 36.959082
7.130000, 20.529282, -0.764256, 7.130000, 34.392685, 37.075636
7.140000, 21.626347, -0.863269, 7.140000, 33.373528, 37.192481
7.150000, 22.352627, -0.963063, 7.150000, 32.814098, 37.309618
7.160000, 22.293814, -1.063642, 7.160000, 33.260300, 37.427048
7.170000, 21.841686, -1.165009, 7.170000, 33.821198, 37.544771
7.180000, 21.450068, -1.267168, 7.180000, 34.507011, 37.662789
7.190000, 21.143883, -1.370121, 7.190000, 33.066402, 37.781101
7.200000, 20.988546, -1.473873, 7.200000, 31.821301, 37.899709
7.210000, 20.164141, -1.578426, 7.210000, 30.757507, 38.018613
7.220000, 19.593250, -1.683785, 7.220000, 30.058043, 38.137814
7.230000, 19.118694, -1.789952, 7.230000, 29.798260, 38.257313
7.240000, 18.799393, -1.896930, 7.240000, 29.990849, 38.377111
7.250000, 18.661858, -2.004725, 7.250000, 30.748537, 38.497208
7.260000, 18.725388, -2.113338, 7.260000, 34.126884, 38.617605
7.270000, 19.044237, -2.222773, 7.270000, 35.230705, 38.738302
7.280000, 23.955347, -2.333034, 7.280000, 35.726437, 38.859301
7.290000, 20.441387, -2.444124, 7.290000, 34.314087, 38.980602
7.300000, 21.664265, -2.556047, 7.300000, 34.545376, 39.102206
7.310000, 22.899080, -2.668806, 7.310000, 35.624428, 39.224114
7.320000, 23.330612, -2.782404, 7.320000, 36.611393, 39.346325
7.330000, 22.877161, -2.896846, 7.330000, 36.455872, 39.468842
7.340000, 22.334682, -3.012134, 7.340000, 35.212158, 39.591665
7.350000, 22.021317, -3.128273, 7.350000, 33.812294, 39.714794
7.360000, 21.855198, -3.245265, 7.360000, 32.637222, 39.838231
7.370000, 21.159845, -3.363114, 7.370000, 31.862892, 39.961976
7.380000, 20.462770, -3.481824, 7.380000, 31.542427, 40.086029
7.390000, 19.790173, -3.601398, 7.390000, 31.684956, 40.210392
7.400000, 19.270388, -3.721840, 7.400000, 37.552444, 40.335065
7.410000, 18.955177, -3.843153, 7.410000, 34.577614, 40.460049
7.420000, 18.856560, -3.965341, 7.420000, 37.152428, 40.585345
7.430000, 19.002659, -4.088407, 7.430000, 35.442425, 40.710954
7.440000, 23.416809, -4.212356, 7.440000, 34.876205, 40.836876
7.450000, 19.990807, -4.337189, 7.450000, 35.841835, 40.963112
7.460000, 21.090302, -4.462913, 7.460000, 37.429947, 41.089662
7.470000, 22.589586, -4.589528, 7.470000, 38.601139, 41.216528
7.480000, 23.806519, -4.717041, 7.480000, 37.874981, 41.343711
7.490000, 23.796240, -4.845453, 7.490000, 36.399876, 41.471210
7.500000, 23.128408, -4.974768, 7.500000, 34.948788, 41.599028
7.510000, 22.741457, -5.104991, 7.510000, 33.821133, 41.727164
7.520000, 22.652197, -5.236125, 7.520000, 33.099903, 41.855619
7.530000, 22.260576, -5.368173, 7.530000, 32.802959, 41.984394
7.540000, 21.610468, -5.501139, 7.540000, 33.373795, 42.113490
7.550000, 20.801155, -5.635027, 7.550000, 34.320621, 42.242908
7.560000, 20.080740, -5.769840, 7.560000, 37.081890, 42.372648
7.570000, 19.582241, -5.905582, 7.570000, 37.593826, 42.502712
7.580000, 19.335835, -6.042257, 7.580000, 35.442520, 42.633099
7.590000, 19.351645, -6.179868, 7.590000, 35.835732, 42.763811
7.600000, 24.422268, -6.318420, 7.600000, 37.368916, 42.894849
7.610000, 20.019779, -6.457915, 7.610000, 39.701458, 43.026212
7.620000, 20.906235, -6.598357, 7.620000, 40.383343, 43.157903
7.630000, 22.312719, -6.739751, 7.630000, 39.006432, 43.289922
7.640000, 24.060495, -6.882100, 7.640000, 37.194283, 43.422269
7.650000, 24.972647, -7.025407, 7.650000, 35.660942, 43.554946
7.660000, 24.447906, -7.169676, 7.660000, 34.538887, 43.687953
7.670000, 23.840733, -7.314912, 7.670000, 33.826279, 43.821290
7.680000, 23.723198, -7.461117, 7.680000, 33.532200, 43.954960
7.690000, 23.691797, -7.608296, 7.690000, 34.003147, 44.088962
7.700000, 23.323448, -7.756452, 7.700000, 35.378151, 44.223297
7.710000, 22.522194, -7.905589, 7.710000, 39.395016, 44.357967
7.720000, 21.610989, -8.055711, 7.720000, 36.360577, 44.492971
7.730000, 20.875368, -8.206821, 7.730000, 35.761959, 44.628311
7.740000, 20.417236, -8.358924, 7.740000, 36.848389, 44.763987
7.750000, 20.252892, -8.512023, 7.750000, 39.220592, 44.900001
7.760000, 25.696445, -8.666121, 7.760000, 42.005119, 45.036353
7.770000, 20.592457, -8.821224, 7.770000, 42.268429, 45.173043
7.780000, 21.257036, -8.977334, 7.780000, 40.263588, 45.310074
7.790000, 22.402502, -9.134455, 7.790000, 38.348450, 45.447444
7.800000, 24.187412, -9.292592, 7.800000, 36.854797, 45.585156
7.810000, 26.043077, -9.451748, 7.810000, 35.801842, 45.723210
7.820000, 26.233185, -9.611926, 7.820000, 35.128838, 45.861607
7.830000, 25.371262, -9.773131, 7.830000, 34.994625, 46.000348
7.840000, 24.976755, -9.935367, 7.840000, 35.212013, 46.139433
7.850000, 25.121149, -10.098637, 7.850000, 37.903690, 46.278864
7.860000, 25.153343, -10.262945, 7.860000, 38.375427, 46.418640
7.870000, 24.551914, -10.428296, 7.870000, 36.031883, 46.558764
7.880000, 23.494513, -10.594692, 7.880000, 36.495186, 46.699235
7.890000, 22.464323, -10.762139, 7.890000, 38.114109, 46.840054
7.900000, 21.714846, -10.930639, 7.900000, 40.902512, 46.981223
7.910000, 21.296385, -11.100197, 7.910000, 44.233494, 47.122743
7.920000, 22.957901, -11.270816, 7.920000, 43.375271, 47.264613
7.930000, 21.176876, -11.442501, 7.930000, 41.330181, 47.406835
7.940000, 21.569164, -11.615256, 7.940000, 39.702919, 47.549410
7.950000, 22.346680, -11.789084, 7.950000, 38.494293, 47.692338
7.960000, 23.731983, -11.963989, 7.960000, 37.670288, 47.835620
7.970000, 25.827564, -12.139975, 7.970000, 37.295662, 47.979258
7.980000, 27.197906, -12.317047, 7.980000, 36.972527, 48.123251
