CDP Diameter, Qscat (1.54 + 0.01)
   6.28, 9.12754917145
   6.29, 9.10618305206
    6.3, 9.08306312561
   6.31, 9.05948925018
   6.32, 9.03648662567
   6.33, 9.01394557953
   6.34, 8.99146556854
   6.35, 8.96922492981
   6.36,   8.947722435
   6.37,  8.9273853302
   6.38, 8.90800476074
   6.39,  8.8882894516
    6.4, 8.86606884003
   6.41, 8.83924198151
   6.42, 8.80689716339
   6.43, 8.76947593689
   6.44, 8.72779369354
   6.45, 8.68311595917
   6.46, 8.63796615601
   6.47, 8.59489917755
   6.48,  8.5545425415
   6.49,  8.5156288147
    6.5, 8.47694587708
   6.51, 8.43880748749
   6.52, 8.40271949768
   6.53, 8.36978435516
   6.54, 8.33940696716
   6.55, 8.30936431885
   6.56, 8.27694892883
   6.57, 8.24021530151
   6.58, 8.19827365875
   6.59,  8.1508846283
    6.6,  8.0989408493
   6.61, 8.04532337189
   6.62, 7.99395942688
   6.63, 7.94715642929
   6.64, 7.90397405624
   6.65, 7.86207818985
   6.66, 7.82086277008
   6.67, 7.78246927261
   6.68, 7.74994754791
   6.69, 7.72462749481
    6.7, 7.70504236221
   6.71, 7.68801689148
   6.72, 7.67044067383
   6.73, 7.64994764328
   6.74, 7.62490463257
   6.75, 7.59492826462
   6.76,  7.5619969368
   6.77, 7.52997207642
   6.78, 7.50223588943
   6.79, 7.47886276245
    6.8, 7.45695590973
   6.81, 7.43439340591
   6.82, 7.41259813309
   6.83, 7.39583587646
   6.84, 7.38805437088
   6.85, 7.39014101028
   6.86, 7.39968538284
   6.87, 7.41299676895
   6.88, 7.42659664154
   6.89, 7.43772745132
    6.9, 7.44496440887
   6.91, 7.44898509979
   6.92, 7.45279693604
   6.93, 7.45995426178
   6.94, 7.47154998779
   6.95, 7.48482990265
   6.96, 7.49619197845
   6.97, 7.50500249863
   6.98, 7.51464748383
   6.99, 7.53045511246
      7, 7.55607032776
   7.01, 7.59117889404
   7.02, 7.63234090805
   7.03, 7.67536401749
   7.04, 7.71659040451
   7.05, 7.75368309021
   7.06, 7.78639268875
   7.07, 7.81671714783
   7.08, 7.84807157516
   7.09, 7.88256025314
    7.1, 7.91868591309
   7.11, 7.95258045197
   7.12, 7.98175477982
   7.13, 8.00755214691
   7.14, 8.03477954865
   7.15, 8.06884288788
   7.16, 8.11221504211
   7.17, 8.16309452057
   7.18, 8.21712303162
   7.19, 8.26975345612
    7.2, 8.31762123108
   7.21, 8.35926246643
   7.22, 8.39546108246
   7.23, 8.42877960205
   7.24, 8.46181106567
   7.25, 8.49464797974
   7.26, 8.52439403534
   7.27, 8.54793071747
   7.28, 8.56482887268
   7.29, 8.57820129395
    7.3, 8.59357357025
   7.31, 8.61575603485
   7.32, 8.64585399628
   7.33, 8.68107032776
   7.34, 8.71695709229
   7.35, 8.74952793121
   7.36, 8.77635955811
   7.37, 8.79693889618
   7.38, 8.81264305115
   7.39,  8.8256816864
    7.4, 8.83696365356
   7.41, 8.84485912323
   7.42, 8.84647369385
   7.43, 8.84012699127
   7.44, 8.82694530487
   7.45,  8.8108549118
   7.46, 8.79700183868
   7.47, 8.78881072998
   7.48, 8.78604221344
   7.49, 8.78572940826
    7.5, 8.78432941437
   7.51, 8.77917480469
   7.52, 8.76915931702
   7.53, 8.75486850739
   7.54, 8.73801612854
   7.55, 8.71999645233
   7.56, 8.70035743713
   7.57, 8.67712116241
   7.58, 8.64836025238
   7.59, 8.61381912231
    7.6, 8.57542896271
   7.61, 8.53684425354
   7.62, 8.50165939331
   7.63, 8.47114753723
   7.64, 8.44377613068
   7.65, 8.41669368744
   7.66, 8.38726806641
   7.67, 8.35399436951
   7.68,  8.3169670105
   7.69, 8.27756404877
    7.7, 8.23749256134
   7.71, 8.19741344452
   7.72, 8.15655708313
   7.73, 8.11377334595
   7.74, 8.06861782074
   7.75,  8.0220375061
   7.76, 7.97645950317
   7.77, 7.93480014801
   7.78, 7.89874362946
   7.79, 7.86774921417
    7.8, 7.83947467804
   7.81,  7.8111577034
   7.82, 7.78062677383
   7.83, 7.74694156647
   7.84, 7.71063709259
   7.85, 7.67303133011
   7.86, 7.63505220413
   7.87, 7.59673643112
   7.88, 7.55761957169
   7.89, 7.51759386063
    7.9, 7.47748470306
   7.91, 7.43920135498
   7.92, 7.40539455414
   7.93, 7.37818622589
   7.94, 7.35798549652
   7.95, 7.34346055984
   7.96, 7.33221960068
   7.97, 7.32180452347
   7.98, 7.31047105789
   7.99, 7.29768705368
      8, 7.28387737274
   8.01,  7.2695775032
   8.02, 7.25469636917
   8.03, 7.23874807358
   8.04, 7.22149944305
   8.05, 7.20335483551
   8.06, 7.18564796448
   8.07, 7.17064523697
   8.08, 7.16071414948
   8.09, 7.15723609924
    8.1, 7.16008329391
   8.11, 7.16797494888
   8.12, 7.17898225784
   8.13, 7.19124937057
   8.14, 7.20375776291
   8.15, 7.21628713608
   8.16, 7.22897577286
   8.17, 7.24151277542
   8.18, 7.25320911407
   8.19, 7.26338148117
    8.2, 7.27188634872
   8.21, 7.27924728394
   8.22, 7.28695249557
   8.23, 7.29704523087
   8.24, 7.31132936478
   8.25, 7.33062028885
   8.26, 7.35472297668
   8.27, 7.38263988495
   8.28, 7.41298294067
   8.29, 7.44456529617
    8.3, 7.47691965103
   8.31,  7.5098824501
   8.32,  7.5430355072
   8.33, 7.57552433014
   8.34, 7.60639572144
   8.35, 7.63496780396
   8.36,  7.6611289978
   8.37, 7.68553304672
   8.38, 7.70967006683
   8.39, 7.73529291153
    8.4, 7.76384210587
   8.41, 7.79609680176
   8.42, 7.83214902878
   8.43, 7.87146759033
   8.44, 7.91324567795
   8.45, 7.95690059662
   8.46, 8.00215339661
   8.47, 8.04849338531
   8.48, 8.09490871429
   8.49,  8.1400270462
    8.5, 8.18258285522
   8.51, 8.22164916992
   8.52, 8.25697994232
   8.53, 8.28917980194
   8.54, 8.31957626343
   8.55,  8.3497133255
   8.56, 8.38101577759
   8.57, 8.41462516785
   8.58, 8.45111656189
   8.59, 8.49055957794
    8.6, 8.53275585175
   8.61, 8.57771110535
   8.62, 8.62515163422
   8.63, 8.67426300049
   8.64,   8.723695755
   8.65, 8.77177047729
   8.66,  8.8168592453
   8.67, 8.85772895813
   8.68, 8.89385223389
   8.69, 8.92557048798
    8.7, 8.95377159119
   8.71,  8.9798116684
   8.72, 9.00519275665
   8.73, 9.03123188019
   8.74, 9.05876731873
   8.75, 9.08819293976
   8.76, 9.11989688873
   8.77, 9.15409946442
   8.78, 9.19060230255
   8.79, 9.22854614258
    8.8, 9.26649570465
   8.81, 9.30269432068
   8.82, 9.33544063568
   8.83, 9.36345767975
   8.84, 9.38616371155
   8.85, 9.40371704102
   8.86,  9.4169921875
   8.87, 9.42733669281
