CDP Diameter, Qscat (1.54 + 0.003)
   6.96, 8.26702213287
   6.97, 8.24045848846
   6.98, 8.18121051788
   6.99, 8.14525318146
      7, 8.19208049774
   7.01,  8.2914981842
   7.02, 8.38872814178
   7.03, 8.49086284637
   7.04, 8.57997322083
   7.05, 8.64355278015
   7.06, 8.67702960968
   7.07, 8.67655086517
   7.08, 8.67326068878
   7.09, 8.78197288513
    7.1, 8.96313285828
   7.11, 9.07851028442
   7.12, 9.12236309052
   7.13, 9.11257266998
   7.14, 9.07639312744
   7.15, 9.09050941467
   7.16, 9.20210838318
   7.17, 9.34488773346
   7.18,   9.485247612
   7.19, 9.60453128815
    7.2, 9.69647312164
   7.21, 9.75606822968
   7.22, 9.77606296539
   7.23, 9.76427745819
   7.24, 9.80510044098
   7.25, 9.95638942719
   7.26, 10.0841684341
   7.27, 10.1429357529
   7.28, 10.1446590424
   7.29, 10.0948858261
    7.3, 10.0297698975
   7.31, 10.0470266342
   7.32, 10.1545801163
   7.33, 10.2797603607
   7.34, 10.3865995407
   7.35, 10.4706792831
   7.36, 10.5268688202
   7.37, 10.5476150513
   7.38,  10.531463623
   7.39, 10.5166349411
    7.4, 10.5951881409
   7.41, 10.6999359131
   7.42, 10.7511816025
   7.43, 10.7506656647
   7.44, 10.6972112656
   7.45, 10.5900774002
   7.46, 10.4868173599
   7.47, 10.4798412323
   7.48, 10.5264196396
   7.49, 10.5657424927
    7.5, 10.5884056091
   7.51, 10.5886507034
   7.52, 10.5608301163
   7.53, 10.5049180984
   7.54, 10.4343986511
   7.55, 10.4205188751
   7.56, 10.4647283554
   7.57, 10.4872989655
   7.58, 10.4796791077
   7.59, 10.4392910004
    7.6, 10.3546152115
   7.61,  10.232635498
   7.62, 10.1529130936
   7.63, 10.1416492462
   7.64, 10.1382465363
   7.65, 10.1221494675
   7.66, 10.0810670853
   7.67, 10.0065383911
   7.68, 9.90167045593
   7.69, 9.77646446228
    7.7, 9.67902946472
   7.71, 9.63955879211
   7.72, 9.60099601746
   7.73, 9.55458068848
   7.74, 9.50040531158
   7.75,  9.4280796051
   7.76, 9.33027553558
   7.77, 9.24457168579
   7.78, 9.21854496002
   7.79, 9.21851158142
    7.8, 9.22445487976
   7.81, 9.21780586243
   7.82, 9.17615699768
   7.83, 9.09502029419
   7.84, 8.98305416107
   7.85, 8.87712287903
   7.86, 8.81246376038
   7.87, 8.74515914917
   7.88, 8.67134666443
   7.89, 8.59849262238
    7.9, 8.52028465271
   7.91, 8.42833614349
   7.92, 8.34247398376
   7.93, 8.30931091309
   7.94, 8.30823230743
   7.95, 8.32849311829
   7.96, 8.36637306213
   7.97, 8.38877105713
   7.98,  8.3733997345
   7.99, 8.32402706146
      8, 8.27160263062
   8.01, 8.25651931763
   8.02, 8.23630905151
   8.03, 8.20100593567
   8.04, 8.16400146484
   8.05, 8.12250995636
   8.06, 8.06567955017
   8.07, 7.99830818176
   8.08, 7.96979618073
   8.09, 7.97544145584
    8.1, 7.98987102509
   8.11, 8.03737545013
