CDP Diameter, Qscat (1.54 + 0)
   7.73, 10.7128553391
   7.74, 10.7023963928
   7.75, 10.6790342331
   7.76, 10.5946359634
   7.77,  10.316277504
   7.78, 10.4097986221
   7.79,   10.43313694
    7.8, 10.5446605682
   7.81, 10.6291294098
   7.82, 10.5504322052
   7.83, 10.4051771164
   7.84, 10.1796226501
   7.85,  9.6799287796
   7.86, 9.98843669891
   7.87, 9.78413200378
   7.88, 9.65639209747
   7.89, 9.57988643646
    7.9, 9.51525020599
   7.91, 9.41156291962
   7.92,   9.168176651
   7.93, 9.30228233337
   7.94, 9.20713996887
   7.95, 9.27010250092
   7.96, 9.50454711914
   7.97, 9.61112785339
   7.98, 9.54515171051
   7.99, 9.41173648834
      8, 9.04528236389
   8.01, 9.45908546448
   8.02, 9.27510643005
   8.03, 9.17390441895
   8.04, 9.12895298004
   8.05, 9.11023044586
   8.06, 9.06266498566
   8.07, 8.85994911194
   8.08, 9.03255271912
   8.09, 8.91660404205
    8.1, 8.79848098755
   8.11, 8.97465324402
   8.12, 9.25653553009
   8.13, 9.28626060486
   8.14, 9.18802261353
   8.15, 8.95719718933
   8.16, 9.36452770233
   8.17, 9.23511600494
   8.18, 9.18786907196
   8.19, 9.19272232056
    8.2, 9.24408149719
   8.21,  9.2999124527
   8.22, 9.26196193695
   8.23, 8.90341281891
   8.24, 9.43556404114
   8.25, 9.27964878082
   8.26, 9.26964664459
   8.27, 9.63192462921
   8.28, 9.88244724274
   8.29, 9.86459064484
    8.3, 9.71960163116
   8.31, 10.0253047943
   8.32, 9.95166969299
   8.33, 9.94229793549
   8.34, 9.95528697968
   8.35, 10.0074005127
   8.36, 10.0876274109
   8.37,   10.13509655
   8.38, 9.73974132538
   8.39, 10.3142442703
    8.4, 10.2238235474
   8.41, 10.1037788391
   8.42, 10.2487983704
   8.43,  10.689324379
   8.44, 10.8616762161
   8.45, 10.8461923599
   8.46,  11.067820549
   8.47, 11.0963926315
   8.48, 11.1878757477
   8.49, 11.2839813232
    8.5, 11.3739881516
   8.51, 11.4934101105
   8.52, 11.5777826309
   8.53, 11.4993009567
   8.54, 11.6586475372
   8.55, 11.6067733765
   8.56, 11.4628257751
   8.57, 11.3437004089
   8.58,  11.607170105
   8.59, 11.8801965714
    8.6, 11.9465675354
   8.61, 12.0888996124
   8.62, 12.1486911774
   8.63, 12.2629547119
   8.64, 12.4283733368
   8.65, 12.6177005768
   8.66, 12.8191242218
   8.67, 12.9999694824
   8.68, 13.0837020874
   8.69, 13.1400375366
    8.7, 13.1667947769
   8.71, 13.0569868088
   8.72, 12.8988237381
   8.73, 12.8988380432
   8.74, 13.1216182709
   8.75, 13.1609230042
   8.76, 13.1895189285
   8.77, 13.2408094406
