CDP Diameter, Qscat (1.33 + 0)
  10.88, 24.8219356537
  10.89, 24.6006603241
   10.9, 24.3756046295
  10.91, 24.1419582367
  10.92, 23.6816196442
  10.93,  23.377538681
  10.94, 23.6812229156
  10.95, 23.6173706055
  10.96, 23.4770011902
  10.97, 23.3073368073
  10.98, 23.1223526001
  10.99, 22.9272842407
     11, 22.7243652344
  11.01, 22.5044441223
  11.02, 22.1122589111
  11.03, 21.9494533539
  11.04, 22.0067615509
  11.05,   21.86378479
  11.06, 21.7180366516
  11.07, 21.5885734558
  11.08, 21.4845619202
  11.09, 21.2769889832
   11.1, 20.8129425049
  11.11, 21.1095905304
  11.12, 21.0692253113
  11.13, 20.9449996948
  11.14, 20.7875976562
  11.15,  20.611913681
  11.16, 20.4241828918
  11.17,  20.230556488
  11.18, 20.0322322845
  11.19, 19.7162818909
   11.2, 19.5875549316
  11.21, 19.5807762146
  11.22,  19.495349884
  11.23,  19.436832428
  11.24, 19.4263572693
  11.25, 19.4863433838
  11.26, 19.5711479187
  11.27, 19.3212203979
  11.28, 19.7148933411
  11.29,  19.821931839
   11.3,  19.842048645
  11.31, 19.8273773193
  11.32, 19.7866096497
  11.33, 19.7187366486
  11.34,  19.627620697
  11.35,  19.516292572
  11.36, 19.2719211578
  11.37, 19.3148403168
  11.38,      19.28125
  11.39,  19.236038208
   11.4, 19.2243404388
  11.41, 19.2686100006
  11.42, 19.4025058746
  11.43, 19.6286964417
  11.44,  19.743730545
  11.45, 20.2420482635
  11.46, 20.5066795349
  11.47,  20.679983139
  11.48, 20.8290843964
  11.49, 20.9599781036
   11.5, 21.0586795807
  11.51, 21.1212387085
  11.52, 21.1456222534
  11.53, 20.9379024506
  11.54, 21.3066329956
  11.55, 21.3408966064
  11.56, 21.3866710663
  11.57, 21.4520626068
  11.58, 21.5523052216
  11.59, 21.7184295654
   11.6, 21.9481391907
  11.61, 22.4105873108
  11.62, 23.0157718658
  11.63, 23.4235496521
  11.64, 23.7061328888
  11.65, 23.9606361389
  11.66, 24.2056503296
