PCASP Diameter, Qscat (1.54 + 0.003)
   4.72, 12.2979059219
   4.73, 11.8315515518
   4.74, 11.4228076935
   4.75, 11.1090993881
   4.76, 10.9022417068
   4.77, 10.8271770477
   4.78, 10.9334592819
   4.79,  11.153427124
    4.8, 11.0981941223
   4.81, 11.1008863449
   4.82, 11.2565860748
   4.83, 11.5134773254
   4.84, 11.8765459061
   4.85,  12.394859314
   4.86, 12.8727445602
   4.87, 12.7879238129
   4.88, 12.4748086929
   4.89, 12.1876506805
    4.9, 11.9486322403
   4.91,  11.783616066
   4.92,  11.728471756
   4.93, 11.8281412125
   4.94, 11.9142074585
   4.95, 11.8589191437
   4.96, 11.9511346817
   4.97, 12.1574525833
   4.98,  12.445810318
   4.99, 12.8349275589
      5, 13.3748950958
   5.01, 13.8201303482
   5.02, 13.7407121658
   5.03, 13.5278673172
   5.04, 13.2982683182
   5.05, 13.0689735413
   5.06, 12.8864717484
   5.07, 12.7990922928
   5.08, 12.8267498016
   5.09, 12.7238855362
    5.1, 12.6534671783
   5.11, 12.7401161194
   5.12, 12.9335222244
   5.13, 13.2204723358
   5.14, 13.6230640411
   5.15, 14.1767454147
   5.16,   14.54829216
   5.17, 14.4979286194
   5.18, 14.3524503708
   5.19, 14.1164989471
    5.2, 13.8383979797
   5.21, 13.5897531509
   5.22, 13.4180803299
   5.23, 13.2618436813
   5.24, 13.0041837692
   5.25, 12.8775377274
   5.26, 12.8804864883
   5.27, 13.0004644394
   5.28, 13.2445907593
   5.29, 13.6433753967
    5.3, 14.1968402863
   5.31, 14.5009670258
   5.32, 14.5901031494
   5.33, 14.5834932327
   5.34, 14.4182710648
   5.35, 14.1779308319
   5.36, 13.9564523697
   5.37, 13.7878465652
   5.38, 13.5315008163
   5.39,   13.27115345
    5.4, 13.1227836609
   5.41, 13.0828008652
   5.42, 13.1644115448
   5.43, 13.3896389008
   5.44, 13.8039541245
   5.45, 14.3709726334
   5.46,    14.7063694
   5.47, 14.9654130936
   5.48, 15.0767440796
   5.49, 14.9764356613
    5.5, 14.7898864746
   5.51, 14.6248903275
   5.52, 14.4741697311
   5.53, 14.2196149826
   5.54, 13.9796190262
   5.55, 13.7997665405
   5.56, 13.7089204788
   5.57, 13.7392177582
   5.58, 13.9243211746
   5.59, 14.3162746429
    5.6, 14.8122730255
   5.61, 15.2176170349
   5.62, 15.6293697357
   5.63, 15.8547735214
   5.64, 15.8413238525
   5.65, 15.7436590195
   5.66, 15.6542053223
   5.67, 15.4818496704
   5.68, 15.2221412659
   5.69, 14.9380235672
    5.7, 14.6709489822
   5.71, 14.4765024185
   5.72, 14.4040412903
   5.73, 14.5007038116
   5.74, 14.8049726486
   5.75, 15.1478128433
   5.76, 15.5619602203
   5.77, 16.0145206451
   5.78, 16.2826004028
   5.79, 16.3427848816
    5.8, 16.3719005585
   5.81, 16.3993759155
   5.82, 16.3067855835
   5.83, 16.1101055145
   5.84, 15.8177146912
   5.85, 15.4913921356
   5.86, 15.2090587616
   5.87, 15.0396499634
   5.88, 15.0518436432
   5.89, 15.2445774078
    5.9, 15.4946298599
   5.91,  15.921497345
   5.92, 16.3976974487
   5.93, 16.6732902527
   5.94,  16.755361557
   5.95,  16.851770401
   5.96, 16.9424533844
   5.97, 16.9416179657
   5.98, 16.7793292999
   5.99, 16.4604415894
      6, 16.0727577209
   6.01, 15.7140684128
   6.02, 15.4655437469
   6.03, 15.4039449692
   6.04, 15.4785203934
   6.05, 15.7023515701
   6.06, 16.1382884979
   6.07, 16.6247615814
   6.08, 16.8893985748
   6.09, 17.0056419373
    6.1, 17.2018489838
   6.11, 17.4527873993
   6.12, 17.6210784912
   6.13, 17.5510635376
   6.14, 17.2386951447
   6.15, 16.8083190918
   6.16, 16.3897781372
   6.17, 16.0797805786
   6.18,  15.934885025
   6.19, 15.9189195633
    6.2, 16.1119098663
   6.21, 16.5247516632
   6.22, 16.9915313721
   6.23, 17.2403640747
   6.24,   17.40102005
   6.25, 17.6907615662
   6.26, 18.1054382324
   6.27, 18.4694099426
   6.28,  18.576587677
   6.29, 18.3892974854
    6.3, 18.0390777588
   6.31, 17.6646251678
   6.32,  17.365404129
   6.33, 17.1606807709
   6.34, 17.0854434967
   6.35, 17.2122955322
   6.36, 17.5439910889
   6.37, 17.9169101715
   6.38, 18.1124610901
   6.39, 18.3092155457
    6.4, 18.6873989105
   6.41, 19.2021484375
   6.42,  19.664560318
   6.43, 19.8384952545
   6.44, 19.6813526154
   6.45, 19.3514671326
   6.46, 18.9888648987
   6.47, 18.6652240753
   6.48, 18.3920974731
   6.49,  18.240272522
    6.5,  18.265789032
   6.51, 18.4713535309
   6.52, 18.6646442413
   6.53, 18.6852798462
   6.54, 18.8132190704
   6.55, 19.1932678223
   6.56, 19.7533969879
   6.57, 20.2965106964
   6.58, 20.5226669312
   6.59, 20.3610744476
    6.6, 20.0106716156
   6.61, 19.6200714111
   6.62, 19.2278289795
   6.63, 18.8792915344
   6.64, 18.6413612366
   6.65, 18.5685920715
   6.66, 18.6632518768
   6.67, 18.7159023285
   6.68, 18.6469287872
   6.69,  18.772102356
    6.7, 19.1686172485
   6.71, 19.7753334045
   6.72, 20.4189529419
   6.73, 20.7607688904
   6.74, 20.6990242004
   6.75, 20.4548168182
   6.76, 20.1497039795
   6.77, 19.8056335449
   6.78, 19.4800338745
   6.79, 19.2343063354
    6.8, 19.1281299591
   6.81, 19.1593475342
   6.82, 19.1090240479
   6.83, 19.0197944641
   6.84, 19.1735992432
   6.85, 19.6022949219
   6.86, 20.2694339752
   6.87, 21.0301189423
   6.88, 21.5155410767
   6.89, 21.6003513336
    6.9, 21.5127258301
   6.91, 21.3329772949
   6.92, 21.0825748444
   6.93, 20.8136901855
   6.94, 20.5859642029
   6.95, 20.4572505951
   6.96, 20.4022598267
   6.97, 20.2178516388
   6.98, 20.0560626984
   6.99, 20.1312980652
      7, 20.4645290375
   7.01, 21.0531578064
   7.02, 21.7854385376
   7.03, 22.2851715088
   7.04, 22.4377574921
   7.05, 22.4550476074
   7.06, 22.3705348969
   7.07, 22.1896858215
   7.08, 21.9604721069
   7.09, 21.7385349274
    7.1, 21.5668983459
   7.11, 21.3688220978
   7.12, 21.0245857239
   7.13, 20.7791824341
   7.14, 20.7541694641
   7.15, 20.9650287628
   7.16, 21.4309062958
   7.17, 22.0558605194
   7.18, 22.4779872894
   7.19, 22.6499214172
    7.2, 22.7494449615
   7.21,  22.749332428
   7.22, 22.6381587982
   7.23, 22.4625473022
   7.24, 22.2713394165
   7.25, 22.0831680298
   7.26,  21.788526535
   7.27, 21.3855323792
   7.28, 21.1093521118
   7.29, 21.0273456573
    7.3,   21.17628479
   7.31, 21.6016254425
   7.32,  22.211309433
   7.33, 22.6296958923
   7.34, 22.8735866547
   7.35,  23.084230423
   7.36, 23.1829242706
   7.37, 23.1562366486
   7.38, 23.0548820496
   7.39, 22.9159240723
    7.4, 22.7320957184
   7.41, 22.3882446289
   7.42, 21.9713897705
   7.43, 21.6505737305
   7.44, 21.4823093414
   7.45, 21.5288105011
   7.46, 21.8662033081
   7.47, 22.4345645905
   7.48, 22.8833274841
   7.49, 23.2402267456
    7.5, 23.5660820007
   7.51, 23.7630386353
   7.52, 23.8412437439
   7.53, 23.8579711914
   7.54, 23.8291835785
   7.55, 23.7049694061
   7.56, 23.3923435211
   7.57, 23.0195560455
   7.58,  22.688501358
   7.59, 22.4543914795
    7.6, 22.3898334503
   7.61, 22.5799884796
   7.62, 22.9742183685
   7.63, 23.3287982941
   7.64, 23.7141017914
   7.65, 24.1001205444
   7.66, 24.3786945343
   7.67, 24.5716934204
   7.68, 24.7261486053
   7.69, 24.8263607025
    7.7, 24.7681732178
   7.71, 24.5264606476
   7.72, 24.2291202545
   7.73, 23.9323673248
   7.74, 23.6895561218
   7.75, 23.5786380768
   7.76, 23.6892318726
   7.77, 23.9468021393
   7.78, 24.1879405975
   7.79, 24.5136127472
    7.8, 24.8482227325
   7.81, 25.1074180603
   7.82, 25.3409309387
   7.83, 25.5798225403
   7.84, 25.7586364746
   7.85, 25.7301139832
   7.86,  25.515838623
   7.87, 25.2133693695
   7.88, 24.8751583099
   7.89, 24.5624675751
    7.9, 24.3598442078
   7.91, 24.3587055206
   7.92, 24.4877891541
   7.93, 24.6735744476
   7.94, 24.9716873169
   7.95, 25.2523975372
   7.96, 25.4521636963
   7.97, 25.6764545441
   7.98, 25.9634342194
   7.99, 26.1954212189
      8, 26.2171916962
   8.01, 26.0573692322
   8.02, 25.7761135101
   8.03, 25.4265174866
   8.04, 25.0728282928
   8.05, 24.8000736237
   8.06,  24.687171936
   8.07, 24.6794929504
   8.08, 24.7983665466
   8.09, 25.0588417053
    8.1, 25.3139533997
   8.11, 25.5266017914
   8.12,  25.831703186
   8.13, 26.2509536743
   8.14, 26.6159801483
   8.15, 26.7898769379
   8.16, 26.7825813293
   8.17, 26.6392726898
   8.18, 26.4103450775
   8.19, 26.1518859863
    8.2, 25.9408473969
   8.21, 25.8348560333
   8.22, 25.8042488098
   8.23, 25.9109306335
   8.24, 26.1345043182
   8.25, 26.3269348145
   8.26, 26.4966449738
   8.27, 26.8131656647
   8.28, 27.2803497314
   8.29, 27.7144374847
    8.3, 27.9826221466
   8.31, 28.0717563629
   8.32, 28.0287666321
   8.33, 27.8970909119
   8.34,  27.716047287
   8.35, 27.5457611084
   8.36, 27.4196186066
   8.37, 27.3493289948
   8.38, 27.4010429382
   8.39, 27.5318470001
    8.4, 27.6048221588
   8.41, 27.6823139191
   8.42, 27.9527816772
   8.43, 28.3874073029
   8.44, 28.7925395966
   8.45, 29.0183982849
   8.46, 29.0557384491
   8.47, 28.9768924713
   8.48, 28.8281955719
   8.49, 28.6371440887
    8.5, 28.4433956146
   8.51, 28.2528896332
   8.52, 28.0997600555
   8.53, 28.0302581787
   8.54, 27.9828128815
   8.55, 27.8586463928
   8.56, 27.8083686829
   8.57, 28.0255851746
   8.58,  28.454574585
   8.59, 28.8966598511
    8.6, 29.1608104706
   8.61,  29.233757019
   8.62, 29.2071666718
   8.63, 29.1235408783
   8.64, 28.9984264374
   8.65, 28.8549251556
   8.66, 28.6919078827
   8.67,  28.554145813
   8.68, 28.4694499969
   8.69, 28.3597831726
    8.7, 28.1520290375
   8.71, 28.0503196716
   8.72,  28.238193512
   8.73, 28.6789321899
   8.74, 29.1814498901
   8.75, 29.5131645203
   8.76, 29.6532993317
   8.77, 29.7152690887
   8.78, 29.7370967865
   8.79, 29.7172393799
    8.8, 29.6616363525
   8.81, 29.5785121918
   8.82, 29.5087413788
   8.83, 29.4653739929
   8.84, 29.3534488678
   8.85, 29.1175041199
   8.86,   28.98487854
   8.87, 29.1264743805
   8.88, 29.5409183502
   8.89, 30.0609931946
    8.9, 30.4247455597
   8.91, 30.5889797211
   8.92,  30.680929184
   8.93,  30.742685318
   8.94, 30.7666530609
   8.95, 30.7519702911
   8.96, 30.7146511078
   8.97, 30.6785449982
   8.98, 30.6302223206
   8.99, 30.4546413422
      9, 30.1442546844
   9.01, 29.9356422424
   9.02, 29.9701309204
   9.03, 30.2660503387
   9.04, 30.6913318634
   9.05, 30.9959754944
   9.06, 31.1448364258
   9.07, 31.2674369812
   9.08, 31.3882389069
   9.09, 31.4811019897
    9.1, 31.5388698578
   9.11, 31.5771179199
   9.12, 31.6051177979
   9.13, 31.5793685913
   9.14, 31.3630390167
   9.15, 31.0072116852
   9.16, 30.7456073761
   9.17,  30.692773819
   9.18, 30.8809986115
   9.19, 31.2035694122
    9.2, 31.4145507812
   9.21,  31.498588562
   9.22, 31.5968170166
   9.23, 31.7183208466
   9.24, 31.8262901306
   9.25, 31.9194908142
   9.26, 32.0115356445
   9.27, 32.1016235352
   9.28, 32.1288070679
   9.29, 31.9498062134
    9.3, 31.6306629181
   9.31, 31.3668727875
   9.32, 31.2618503571
   9.33, 31.3732299805
   9.34,  31.630651474
   9.35, 31.8042449951
   9.36,  31.883436203
   9.37, 31.9927101135
   9.38, 32.1147651672
   9.39, 32.2119445801
    9.4, 32.3006858826
   9.41,  32.399974823
   9.42, 32.5015907288
   9.43, 32.5315704346
   9.44, 32.3775253296
   9.45, 32.1249008179
   9.46, 31.9068584442
   9.47, 31.8021068573
   9.48, 31.8770618439
   9.49, 32.0894851685
    9.5, 32.2455978394
   9.51, 32.3542366028
