CAS Diameter, Qscat (1.54 + 0.003)
    4.2, 5.63133764267
   4.21, 5.77694320679
   4.22, 5.86529111862
   4.23, 5.95548439026
   4.24, 6.07872533798
   4.25, 6.23986911774
   4.26, 6.42239379883
   4.27, 6.60297393799
   4.28, 6.76920366287
   4.29, 6.94465017319
    4.3, 7.10187196732
   4.31, 7.23810052872
   4.32, 7.35996675491
   4.33, 7.47099256516
   4.34, 7.59658908844
   4.35, 7.79692077637
   4.36, 8.05835056305
   4.37, 8.26181030273
   4.38, 8.38317966461
   4.39, 8.47578334808
    4.4, 8.57634925842
   4.41, 8.70775794983
   4.42, 8.87372493744
   4.43, 9.04995822906
   4.44, 9.22787761688
   4.45, 9.39870929718
   4.46, 9.54109477997
   4.47, 9.66248035431
   4.48, 9.76135635376
   4.49, 9.83816814423
    4.5, 9.91439723969
   4.51, 10.0231342316
   4.52, 10.2205305099
   4.53, 10.3954343796
   4.54, 10.4924736023
   4.55, 10.5430459976
   4.56, 10.5700273514
   4.57, 10.5933265686
   4.58, 10.6373157501
   4.59, 10.7136173248
    4.6, 10.8125715256
   4.61, 10.8877220154
   4.62, 10.9370336533
   4.63, 10.9614810944
   4.64, 10.9624681473
   4.65, 10.9516181946
   4.66, 10.9155025482
   4.67, 10.8847055435
   4.68, 10.9362192154
   4.69, 11.0068464279
    4.7, 11.0354061127
   4.71,  11.031170845
   4.72, 10.9990797043
   4.73,  10.935333252
   4.74, 10.8539962769
   4.75,  10.814371109
   4.76, 10.8032436371
   4.77, 10.7871255875
   4.78,   10.74650383
   4.79, 10.6778974533
    4.8, 10.5943822861
   4.81, 10.4932260513
   4.82, 10.3718147278
   4.83, 10.2351779938
   4.84, 10.1453046799
   4.85, 10.0958156586
   4.86, 10.0460882187
   4.87, 9.99458312988
   4.88, 9.93980503082
   4.89, 9.86497688293
    4.9,  9.7598028183
   4.91, 9.64673233032
   4.92,  9.5737695694
   4.93, 9.51589298248
   4.94, 9.44059562683
   4.95, 9.34515285492
   4.96, 9.23152351379
   4.97, 9.10915374756
   4.98, 8.98358154297
   4.99, 8.84518241882
      5, 8.71133518219
   5.01, 8.60925197601
   5.02, 8.52784729004
   5.03, 8.46450901031
   5.04, 8.42171669006
   5.05,  8.4033613205
   5.06, 8.36829376221
   5.07, 8.29308795929
   5.08, 8.23943901062
   5.09, 8.20691585541
    5.1, 8.16367721558
   5.11, 8.09454059601
   5.12, 8.00584030151
   5.13, 7.91291093826
   5.14, 7.83554792404
   5.15,  7.7724480629
   5.16, 7.68511867523
   5.17, 7.60658454895
   5.18, 7.54921722412
   5.19, 7.51292324066
    5.2, 7.50880813599
   5.21, 7.54678821564
   5.22, 7.61959552765
   5.23, 7.66967058182
   5.24, 7.71344566345
   5.25, 7.76868057251
   5.26,  7.8035993576
   5.27, 7.80229616165
   5.28, 7.76981735229
   5.29, 7.72329950333
    5.3, 7.70086050034
   5.31, 7.72665119171
   5.32, 7.70698451996
   5.33, 7.67242097855
   5.34, 7.64765453339
   5.35, 7.63658285141
   5.36, 7.64057683945
   5.37, 7.67868375778
   5.38, 7.79052066803
   5.39, 7.94602870941
    5.4, 8.08991718292
   5.41, 8.23248291016
   5.42, 8.35269165039
   5.43, 8.43030929565
   5.44, 8.46429538727
   5.45,  8.4674654007
   5.46, 8.49868392944
   5.47, 8.59856033325
   5.48, 8.63183879852
   5.49, 8.63433933258
    5.5, 8.63100147247
   5.51, 8.61897277832
   5.52, 8.59570503235
   5.53, 8.57117557526
   5.54, 8.62071704865
   5.55, 8.78074264526
   5.56,  8.9335231781
   5.57, 9.08475589752
   5.58, 9.22506999969
   5.59, 9.33114910126
    5.6, 9.39379501343
   5.61, 9.41861343384
   5.62, 9.49373626709
   5.63, 9.63222503662
   5.64,  9.7003068924
   5.65, 9.73725032806
   5.66, 9.75573730469
   5.67, 9.75109958649
   5.68, 9.71143531799
   5.69, 9.62942504883
    5.7, 9.59904766083
   5.71, 9.70224666595
   5.72,   9.787150383
   5.73, 9.86895275116
   5.74, 9.95301246643
   5.75, 10.0175008774
   5.76, 10.0468101501
   5.77, 10.0457792282
   5.78, 10.1357412338
   5.79, 10.2562093735
    5.8, 10.3269090652
   5.81, 10.3767433167
   5.82,  10.410900116
   5.83, 10.4212837219
   5.84, 10.3901557922
   5.85, 10.2950572968
   5.86,  10.249540329
   5.87, 10.3188314438
   5.88, 10.3477373123
   5.89, 10.3671865463
    5.9, 10.3934135437
   5.91, 10.4082117081
   5.92, 10.3906421661
   5.93, 10.3641109467
   5.94, 10.4442300797
   5.95, 10.5167646408
   5.96, 10.5657701492
   5.97, 10.6069984436
   5.98, 10.6388092041
   5.99, 10.6518678665
      6, 10.6250829697
   6.01, 10.5357542038
   6.02, 10.5259714127
   6.03, 10.5833091736
   6.04, 10.5930252075
   6.05, 10.5908727646
   6.06, 10.5963449478
   6.07, 10.5952558517
   6.08, 10.5656023026
   6.09, 10.5697164536
    6.1, 10.6377801895
   6.11, 10.6877222061
   6.12, 10.7327032089
   6.13, 10.7760705948
   6.14, 10.8103170395
   6.15, 10.8222484589
   6.16, 10.7891197205
   6.17, 10.7100048065
   6.18, 10.7322292328
   6.19, 10.7661991119
    6.2, 10.7645330429
   6.21, 10.7546319962
   6.22,  10.749329567
   6.23,  10.736571312
   6.24, 10.7122392654
   6.25, 10.7490959167
   6.26, 10.7949171066
   6.27, 10.8357219696
   6.28, 10.8849639893
   6.29,  10.939663887
    6.3, 10.9863204956
   6.31, 11.0059461594
   6.32, 10.9725236893
   6.33, 10.9270629883
   6.34, 10.9537057877
   6.35, 10.9558286667
   6.36, 10.9396038055
   6.37, 10.9233999252
   6.38, 10.9035692215
   6.39, 10.8648891449
    6.4, 10.8404989243
   6.41, 10.8497343063
   6.42, 10.8502292633
   6.43, 10.8568840027
   6.44, 10.8790922165
   6.45, 10.9128723145
   6.46, 10.9431867599
   6.47,  10.946313858
   6.48, 10.9012231827
   6.49, 10.8821802139
    6.5, 10.8731584549
   6.51, 10.8340015411
   6.52, 10.7954034805
   6.53, 10.7776632309
   6.54, 10.7560634613
   6.55, 10.7079439163
   6.56,   10.67436409
   6.57, 10.6334972382
   6.58, 10.5897884369
   6.59, 10.5567121506
    6.6, 10.5374822617
   6.61, 10.5275011063
   6.62, 10.5133676529
   6.63, 10.4719371796
   6.64, 10.4076986313
   6.65, 10.3680229187
   6.66, 10.2952814102
   6.67, 10.1972208023
   6.68, 10.1144475937
   6.69, 10.0824184418
    6.7, 10.0621290207
   6.71, 10.0220050812
   6.72, 9.96105861664
   6.73, 9.88339805603
   6.74, 9.81745624542
   6.75, 9.77635002136
   6.76,  9.7537279129
   6.77, 9.73658180237
   6.78, 9.71025371552
   6.79,  9.6593580246
    6.8, 9.61314487457
   6.81, 9.55046272278
   6.82, 9.44155216217
   6.83, 9.30478477478
   6.84, 9.18646717072
   6.85, 9.14404678345
   6.86, 9.13823986053
   6.87, 9.10113430023
   6.88, 9.01404476166
   6.89, 8.90988540649
    6.9, 8.82883739471
   6.91, 8.79638290405
   6.92, 8.80072116852
   6.93, 8.81424427032
   6.94, 8.81908416748
   6.95, 8.82064819336
   6.96, 8.82957077026
   6.97,  8.8007144928
   6.98, 8.72873497009
   6.99, 8.62448787689
      7, 8.53607082367
   7.01, 8.54279136658
   7.02, 8.59725761414
   7.03, 8.58764362335
   7.04, 8.51358032227
   7.05, 8.41136264801
   7.06, 8.32778739929
   7.07, 8.30981254578
   7.08, 8.35035419464
   7.09, 8.40443134308
    7.1, 8.45355319977
   7.11, 8.51869297028
   7.12, 8.57406616211
   7.13, 8.59843444824
   7.14, 8.58839416504
   7.15, 8.54796028137
   7.16,  8.5285243988
   7.17, 8.62958431244
   7.18, 8.76792049408
   7.19, 8.82654953003
    7.2, 8.81447315216
   7.21, 8.75935745239
   7.22, 8.70482730865
   7.23, 8.71836662292
   7.24, 8.80813789368
   7.25, 8.91213798523
   7.26, 9.01391410828
   7.27, 9.11660957336
   7.28,  9.1969833374
   7.29, 9.25016975403
    7.3, 9.27084541321
   7.31, 9.26088237762
   7.32, 9.28137302399
   7.33, 9.43479728699
   7.34, 9.61160850525
   7.35,  9.7115945816
   7.36, 9.74447727203
   7.37, 9.72674751282
   7.38, 9.69034290314
   7.39, 9.71529769897
    7.4, 9.83599567413
   7.41, 9.98370838165
   7.42, 10.1287765503
   7.43, 10.2527513504
   7.44, 10.3495035172
   7.45, 10.4144630432
   7.46,    10.4404459
   7.47, 10.4302310944
   7.48, 10.4514961243
   7.49, 10.5919332504
    7.5, 10.7407865524
   7.51, 10.8204946518
   7.52, 10.8401632309
   7.53, 10.8061523438
   7.54, 10.7351913452
   7.55, 10.7063598633
   7.56, 10.7854042053
   7.57, 10.9137859344
   7.58, 11.0355167389
   7.59, 11.1354942322
    7.6, 11.2110862732
   7.61,   11.25573349
   7.62,  11.262629509
   7.63, 11.2380475998
   7.64, 11.2431535721
   7.65,  11.346446991
   7.66, 11.4441843033
   7.67, 11.4859752655
   7.68, 11.4768409729
   7.69, 11.4137964249
    7.7, 11.2989292145
   7.71, 11.1965312958
   7.72, 11.1930999756
   7.73, 11.2414541245
   7.74, 11.2825431824
   7.75, 11.3071660995
   7.76, 11.3099040985
   7.77, 11.2849788666
   7.78, 11.2314577103
   7.79,  11.158033371
    7.8,  11.123003006
   7.81, 11.1638612747
   7.82, 11.1965913773
   7.83, 11.1983890533
   7.84, 11.1697092056
   7.85, 11.1012229919
   7.86, 10.9860906601
   7.87, 10.8708600998
   7.88, 10.8328428268
   7.89, 10.8304405212
    7.9, 10.8223619461
   7.91, 10.7965431213
   7.92, 10.7410430908
   7.93, 10.6520137787
   7.94, 10.5349683762
   7.95, 10.4058237076
   7.96, 10.3234491348
   7.97, 10.2872409821
   7.98, 10.2453384399
   7.99, 10.1964063644
      8, 10.1387643814
   8.01, 10.0615348816
   8.02, 9.95917797089
   8.03, 9.87210273743
   8.04, 9.84541606903
   8.05, 9.84502410889
   8.06,  9.8512096405
   8.07, 9.84686851501
   8.08, 9.80917835236
   8.09, 9.73159694672
    8.1, 9.62044143677
   8.11, 9.50374507904
   8.12, 9.42889404297
   8.13, 9.36325740814
   8.14, 9.28755760193
   8.15, 9.21207332611
   8.16, 9.13476276398
   8.17, 9.04588413239
   8.18, 8.94815921783
   8.19, 8.88453769684
    8.2, 8.87155246735
   8.21, 8.87903118134
   8.22, 8.91035079956
   8.23, 8.94786643982
   8.24, 8.95837688446
   8.25, 8.92967033386
   8.26, 8.87257289886
   8.27, 8.82682228088
   8.28, 8.81543254852
   8.29, 8.79024505615
    8.3, 8.75292110443
   8.31, 8.71457767487
   8.32, 8.67068958282
   8.33, 8.61078453064
   8.34, 8.54125022888
   8.35, 8.51165771484
   8.36, 8.51732540131
   8.37, 8.53064823151
   8.38, 8.57622432709
   8.39,   8.641497612
    8.4, 8.68417835236
   8.41, 8.68865680695
   8.42, 8.67423057556
   8.43, 8.69055080414
   8.44, 8.73177909851
   8.45, 8.75496292114
   8.46, 8.77053546906
   8.47, 8.78643321991
   8.48, 8.79623317719
   8.49, 8.78719139099
    8.5, 8.76565742493
   8.51, 8.78666114807
   8.52, 8.82596588135
   8.53, 8.86170864105
   8.54, 8.93193626404
   8.55,   9.030128479
   8.56, 9.10728359222
   8.57, 9.14341831207
   8.58, 9.16572284698
   8.59, 9.22507381439
    8.6, 9.29413414001
   8.61, 9.34689044952
   8.62, 9.39350128174
   8.63, 9.43869400024
   8.64, 9.47589111328
   8.65, 9.49049949646
   8.66, 9.49370861053
   8.67, 9.53768539429
   8.68, 9.58463096619
   8.69, 9.62497138977
    8.7, 9.70240306854
   8.71, 9.81803512573
   8.72, 9.92334270477
   8.73, 9.99409675598
   8.74, 10.0620288849
   8.75, 10.1638660431
   8.76, 10.2673358917
   8.77, 10.3607444763
   8.78, 10.4471054077
   8.79, 10.5251712799
    8.8, 10.5846452713
   8.81, 10.6114110947
   8.82, 10.6240644455
   8.83, 10.6610593796
   8.84, 10.6822509766
   8.85, 10.6938381195
   8.86, 10.7391405106
   8.87, 10.8266191483
   8.88, 10.9153156281
   8.89, 10.9841527939
    8.9, 11.0652456284
   8.91, 11.1720333099
   8.92, 11.2855110168
   8.93, 11.4038190842
   8.94, 11.5242490768
   8.95, 11.6381158829
   8.96, 11.7291879654
   8.97, 11.7831735611
   8.98, 11.8226318359
   8.99, 11.8611135483
      9, 11.8663797379
   9.01, 11.8564720154
   9.02, 11.8702020645
   9.03, 11.9158096313
   9.04, 11.9601097107
   9.05, 11.9941148758
   9.06, 12.0439872742
   9.07, 12.1060962677
   9.08, 12.1787662506
   9.09, 12.2664194107
    9.1, 12.3661632538
   9.11, 12.4666395187
   9.12, 12.5482234955
   9.13, 12.5984077454
   9.14, 12.6382045746
   9.15, 12.6564722061
   9.16, 12.6376466751
   9.17,  12.608622551
   9.18, 12.6050872803
   9.19, 12.6273384094
    9.2, 12.6419639587
   9.21, 12.6503791809
   9.22,  12.665564537
   9.23, 12.6822032928
   9.24, 12.7064170837
   9.25, 12.7414588928
   9.26, 12.7856998444
   9.27, 12.8303995132
   9.28, 12.8572034836
   9.29, 12.8589220047
    9.3, 12.8455972672
   9.31, 12.7929601669
   9.32, 12.7032804489
   9.33, 12.6106977463
   9.34, 12.5551815033
   9.35, 12.5317249298
   9.36, 12.5029640198
   9.37,    12.4719944
   9.38, 12.4425077438
   9.39,  12.420715332
    9.4, 12.4159116745
   9.41, 12.4239358902
   9.42, 12.4378070831
   9.43, 12.4496612549
   9.44, 12.4440526962
   9.45, 12.4170913696
   9.46, 12.3584222794
   9.47, 12.2439632416
   9.48, 12.0857505798
   9.49, 11.9215946198
    9.5, 11.7992763519
   9.51, 11.7149610519
   9.52, 11.6282787323
   9.53, 11.5342712402
   9.54, 11.4372444153
   9.55, 11.3563747406
   9.56, 11.3097105026
   9.57, 11.2925357819
   9.58, 11.2902135849
   9.59, 11.2943153381
    9.6, 11.2955579758
   9.61, 11.2876052856
   9.62, 11.2418308258
   9.63, 11.1398420334
   9.64, 10.9933338165
   9.65, 10.8370780945
   9.66, 10.7216682434
   9.67, 10.6442012787
   9.68, 10.5607357025
   9.69, 10.4569187164
    9.7, 10.3399648666
   9.71, 10.2317714691
   9.72, 10.1604700089
   9.73, 10.1299467087
   9.74, 10.1226634979
   9.75, 10.1312351227
   9.76, 10.1551122665
   9.77, 10.1812620163
   9.78, 10.1773309708
   9.79, 10.1316461563
    9.8, 10.0534658432
   9.81, 9.97431564331
   9.82,  9.9422454834
   9.83,  9.9508638382
   9.84, 9.95333957672
   9.85, 9.93539047241
   9.86, 9.90226268768
   9.87, 9.86899185181
   9.88,  9.8637638092
   9.89, 9.89588069916
    9.9, 9.94695663452
   9.91, 10.0120029449
   9.92, 10.0949487686
   9.93, 10.1762008667
   9.94,  10.230424881
   9.95, 10.2514467239
   9.96, 10.2494049072
   9.97, 10.2565059662
   9.98, 10.3161401749
   9.99, 10.4111690521
     10, 10.4993314743
  10.01, 10.5760850906
  10.02, 10.6457452774
  10.03, 10.7188873291
  10.04, 10.8210105896
  10.05, 10.9598417282
  10.06, 11.1141614914
  10.07, 11.2819433212
  10.08, 11.4633893967
  10.09, 11.6342840195
   10.1, 11.7731084824
  10.11, 11.8745164871
  10.12, 11.9498023987
  10.13, 12.0340509415
  10.14, 12.1629648209
  10.15, 12.3031949997
  10.16, 12.4239206314
  10.17, 12.5300397873
  10.18, 12.6269340515
  10.19, 12.7267465591
   10.2, 12.8594150543
  10.21, 13.0315141678
  10.22, 13.2181911469
  10.23, 13.4212474823
  10.24, 13.6388502121
  10.25, 13.8468999863
  10.26, 14.0233783722
  10.27, 14.1617240906
  10.28, 14.2738523483
  10.29, 14.3980064392
   10.3, 14.5570907593
  10.31, 14.7041788101
  10.32, 14.8171977997
  10.33, 14.9017019272
  10.34,    14.9593153
  10.35, 15.0016307831
  10.36, 15.0663585663
