CAS Diameter, Qscat (1.54 + 0)
   9.82, 11.4043073654
   9.83, 11.6688079834
   9.84, 11.5721902847
   9.85, 11.5368423462
   9.86, 11.4954986572
   9.87, 11.3786563873
   9.88, 11.3182497025
   9.89, 11.4454622269
    9.9, 11.4314336777
   9.91, 11.4869966507
   9.92, 11.6901330948
   9.93, 11.8739728928
   9.94, 11.9413566589
   9.95, 11.9117527008
   9.96, 11.8007125854
   9.97, 11.5258684158
   9.98, 11.9698152542
   9.99, 12.1200828552
     10, 12.1485939026
  10.01, 12.2567710876
  10.02, 12.3765935898
  10.03, 12.4353294373
  10.04, 12.5634145737
  10.05, 12.8978757858
  10.06,   13.02023983
  10.07, 13.2606143951
  10.08, 13.6026849747
  10.09, 13.9226789474
   10.1, 14.1034736633
  10.11, 14.1739635468
  10.12, 14.1415958405
  10.13, 13.8697147369
  10.14,  14.735165596
  10.15, 14.6693601608
  10.16, 14.7111930847
  10.17, 14.8215484619
  10.18, 14.9276609421
  10.19, 14.9492807388
   10.2, 15.1004076004
  10.21, 15.5654096603
  10.22, 15.6478157043
  10.23, 15.9371747971
  10.24, 16.3784542084
  10.25, 16.7866783142
  10.26,  17.037984848
  10.27, 17.1815242767
  10.28, 17.2066383362
  10.29, 16.5800876617
   10.3, 18.0247135162
  10.31, 17.9807949066
  10.32, 18.0594100952
  10.33, 18.1691741943
  10.34, 18.2195568085
  10.35,  18.088891983
  10.36,  18.005317688
  10.37, 18.5067176819
  10.38,  18.442565918
  10.39, 18.4503593445
   10.4, 18.7719764709
  10.41, 19.0684261322
  10.42, 19.1903533936
  10.43, 19.2194786072
  10.44, 19.1217079163
  10.45, 18.4629421234
  10.46, 19.7457771301
  10.47, 19.6867198944
  10.48, 19.7449417114
  10.49, 19.8417797089
   10.5, 19.8720054626
  10.51, 19.6623954773
  10.52, 19.2685203552
  10.53, 19.8074760437
  10.54, 19.5448265076
  10.55, 19.3627300262
  10.56, 19.5026187897
  10.57, 19.6179161072
  10.58, 19.5245819092
  10.59, 19.3424854279
   10.6, 19.0416812897
  10.61, 18.8624401093
  10.62, 19.1314868927
  10.63, 18.9343242645
  10.64,    18.8483181
  10.65, 18.8312778473
  10.66, 18.7828960419
  10.67, 18.5156116486
  10.68, 17.8440628052
  10.69, 18.3406600952
   10.7, 17.9655361176
  10.71, 17.6743183136
  10.72, 17.7184677124
  10.73, 17.7511024475
  10.74, 17.5785903931
  10.75, 17.3348884583
